공원명,공원구분,소재지지번주소,위도,경도,공원면적,관리기관명,제공기관코드,제공기관명
승지공원,근린공원,경기도 시흥시 능곡동 552,37.371378,126.813132,10842,경기도 시흥시청,4010000,경기도 시흥시
광탄2호 소공원,소공원,경기도 양평군 용문면 광탄리 711,37.509628,127.628406,856,경기도 양평군청,4170000,경기도 양평군
광탄3호 소공원,소공원,경기도 양평군 용문면 광탄리 762,37.508443,127.627414,847,경기도 양평군청,4170000,경기도 양평군
공흥 소공원,소공원,경기도 양평군 양평읍 공흥리 885-1,37.493844,127.5093259,1276,경기도 양평군청,4170000,경기도 양평군
한강아트로드 공원,소공원,경기도 양평군 강하면 운심리 43-25,37.496021,127.4082162,3300,경기도 양평군청,4170000,경기도 양평군
강하 소공원,소공원,경기도 양평군 강하면 운심리 28-1,37.496164,127.4123259,394,경기도 양평군청,4170000,경기도 양평군
오빈12호 소공원,소공원,경기도 양평군 양평읍 오빈리 96-40,37.505413,127.476939,864,경기도 양평군청,4170000,경기도 양평군
오빈13호 소공원,소공원,경기도 양평군 양평읍 오빈리 88-47,37.506925,127.479025,568,경기도 양평군청,4170000,경기도 양평군
오빈14호 소공원,소공원,경기도 양평군 양평읍 오빈리 88-46,37.507148,127.479103,404,경기도 양평군청,4170000,경기도 양평군
오빈15호 소공원,소공원,경기도 양평군 양평읍 오빈리 81-32,37.50698641,127.4796766,293,경기도 양평군청,4170000,경기도 양평군
양근소공원(17호),소공원,경기도 양평군 양평읍 양근리 53-2,37.49946708,127.4921815,2037,경기도 양평군청,4170000,경기도 양평군
병산1호 소공원,소공원,경기도 양평군 강상면 병산리 138,37.49067302,127.4739159,1743,경기도 양평군청,4170000,경기도 양평군
병산2호 소공원,소공원,경기도 양평군 강상면 병산리 142-35,37.49108254,127.4753493,684,경기도 양평군청,4170000,경기도 양평군
병산3호 소공원,소공원,경기도 양평군 강상면 병산리 40,37.48961623,127.4791688,1477,경기도 양평군청,4170000,경기도 양평군
병산4호 소공원,소공원,경기도 양평군 강상면 병산리 1205-1,37.4885532,127.4791562,417,경기도 양평군청,4170000,경기도 양평군
양근소공원(19호),소공원,경기도 양평군 양평읍 양근리 739,37.49280474,127.4894425,746,경기도 양평군청,4170000,경기도 양평군
양서 소공원 7,소공원,경기도 양평군 양서면 신원리 471-5,37.52498145,127.3720793,2271,경기도 양평군청,4170000,경기도 양평군
공흥 양근공원,소공원,경기도 양평군 양평읍 공흥리 456-25,37.4877417,127.4986762,769,경기도 양평군청,4170000,경기도 양평군
송일어린이공원,어린이공원,대구광역시 달서구 월성동 500-1,35.82413307,128.5328213,1786,대구광역시 달서구청,3470000,대구광역시 달서구
송지공원,어린이공원,대구광역시 달서구 송현동 1977,35.82616872,128.5558955,1649.4,대구광역시 달서구청,3470000,대구광역시 달서구
송학1공원,어린이공원,대구광역시 달서구 송현동 1035-21,35.83616843,128.5551428,2086,대구광역시 달서구청,3470000,대구광역시 달서구
수밭1공원,어린이공원,대구광역시 달서구 도원동 928,35.79812414,128.5488381,804,대구광역시 달서구청,3470000,대구광역시 달서구
신당어린이공원,어린이공원,대구광역시 달서구 신당동 1759-1,35.85842521,128.498908,2029.9,대구광역시 달서구청,3470000,대구광역시 달서구
아람공원,어린이공원,대구광역시 달서구 도원동 1440-2,35.80592067,128.53079,1666,대구광역시 달서구청,3470000,대구광역시 달서구
아래한실어린이공원,어린이공원,대구광역시 달서구 대곡동 778-6,35.79899754,128.5286763,567,대구광역시 달서구청,3470000,대구광역시 달서구
앞돌어린이공원,어린이공원,대구광역시 달서구 신당동 1844-1,35.85328625,128.496288,1500.1,대구광역시 달서구청,3470000,대구광역시 달서구
공원:140(수청2지구),근린공원,충청남도 당진시 수청동 산178,36.88923325,126.6515761,32249,충청남도 당진시청,5680000,충청남도 당진시
공원:141(수청2지구),어린이공원,충청남도 당진시 수청동 261,36.887243,126.656975,2653,충청남도 당진시청,5680000,충청남도 당진시
공원:142(수청2지구),소공원,충청남도 당진시 수청동 228,36.88803898,126.653543,468,충청남도 당진시청,5680000,충청남도 당진시
공원:143,소공원,충청남도 당진시 채운동 256-3,36.89294605,126.625155,215,충청남도 당진시청,5680000,충청남도 당진시
공원:154(수청1지구),소공원,충청남도 당진시 수청동 368-2,36.90113307,126.6563345,248,충청남도 당진시청,5680000,충청남도 당진시
공원:144(읍내1지구),어린이공원,충청남도 당진시 읍내동 37,36.89573899,126.6396608,3019,충청남도 당진시청,5680000,충청남도 당진시
공원:145(수청1지구),소공원,충청남도 당진시 수청동 591-2,36.89753061,126.6481818,631,충청남도 당진시청,5680000,충청남도 당진시
신사개나리공원,어린이공원,서울특별시 강남구 신사동 609-2,37.52567303,127.029443,991.3,,3220000,서울특별시 강남구
공원:146(수청1지구),어린이공원,충청남도 당진시 수청동 484-13,36.90185176,126.6538896,1512,충청남도 당진시청,5680000,충청남도 당진시
공원:147(수청1지구),어린이공원,충청남도 당진시 수청동 368-1,36.90001325,126.6570265,1715,충청남도 당진시청,5680000,충청남도 당진시
공원:148(수청1지구),어린이공원,충청남도 당진시 수청동 596,36.89732419,126.6491392,5244,충청남도 당진시청,5680000,충청남도 당진시
공원:123(당진:26 소망공원),어린이공원,충청남도 당진시 원당동 1250,36.90218215,126.6447176,1403,충청남도 당진시청,5680000,충청남도 당진시
공원:124(당진:27 사랑공원),어린이공원,충청남도 당진시 원당동 1247,36.89954459,126.6425936,2352,충청남도 당진시청,5680000,충청남도 당진시
공원:125(당진:28 호서공원),어린이공원,충청남도 당진시 원당동 1176,36.90124818,126.6397852,2520,충청남도 당진시청,5680000,충청남도 당진시
공원:126(대덕수청지구 도시개발사업:29),수변공원,충청남도 당진시 수청동 1110,36.88535613,126.642096,9826,충청남도 당진시청,5680000,충청남도 당진시
공원:127(대덕수청지구 도시개발사업:30),수변공원,충청남도 당진시 대덕동 1809,36.88415878,126.6418173,22074,충청남도 당진시청,5680000,충청남도 당진시
공원:128(대덕수청지구 도시개발사업:31),수변공원,충청남도 당진시 대덕동 1810,36.8840367,126.644066,3492,충청남도 당진시청,5680000,충청남도 당진시
공원:129(대덕수청지구 도시개발사업:32/봉암),근린공원,충청남도 당진시 대덕동 1881,36.88232986,126.6401298,51211,충청남도 당진시청,5680000,충청남도 당진시
공원:130(대덕수청지구 도시개발사업:33/수청),소공원,충청남도 당진시 수청동 1004,36.89126459,126.6447458,2262,충청남도 당진시청,5680000,충청남도 당진시
공원:131(대덕수청지구 도시개발사업:34/상상),어린이공원,충청남도 당진시 대덕동 1790,36.8846969,126.6346045,1499,충청남도 당진시청,5680000,충청남도 당진시
공원:132(대덕수청지구 도시개발사업:35/구름),어린이공원,충청남도 당진시 대덕동 1835,36.88497603,126.6463185,1495,충청남도 당진시청,5680000,충청남도 당진시
공원:133(대덕수청지구 도시개발사업:36/무지개),어린이공원,충청남도 당진시 대덕동 1878,36.88200697,126.6442476,2176,충청남도 당진시청,5680000,충청남도 당진시
공원:134(당진:37 채운),소공원,충청남도 당진시 채운동 1126,36.89385027,126.6219112,729,충청남도 당진시청,5680000,충청남도 당진시
공원:135(당진:44 남산공원),소공원,충청남도 당진시 읍내동 232-40,36.894527,126.631857,569,충청남도 당진시청,5680000,충청남도 당진시
공원:136(수청지구),어린이공원,충청남도 당진시 수청동 863-1,36.89735285,126.6463375,1510,충청남도 당진시청,5680000,충청남도 당진시
공원:137(수청지구),어린이공원,충청남도 당진시 수청동 849-26,36.8927558,126.6471064,1974,충청남도 당진시청,5680000,충청남도 당진시
공원:138(수청지구),소공원,충청남도 당진시 수청동 867,36.89729841,126.6471116,1076,충청남도 당진시청,5680000,충청남도 당진시
공원:139(수청지구),소공원,충청남도 당진시 수청동 849-32,36.89346951,126.6468852,732,충청남도 당진시청,5680000,충청남도 당진시
사노동체육공원,체육공원,경기도 구리시 사노동 37-1,37.63557367,127.1471454,57479,경기도 구리시청,3980000,경기도 구리시
인창체육공원,체육공원,경기도 구리시 인창동 622-28,37.604761,127.1299544,10228,경기도 구리시청,3980000,경기도 구리시
공원:102(당진:02 계림공원),근린공원,충청남도 당진시 수청동 산148,36.89744497,126.6450933,102106,충청남도 당진시청,5680000,충청남도 당진시
공원:103(당진:03 승리봉공원),역사공원,충청남도 당진시 읍내동 507-12,36.89554285,126.627703,25009,충청남도 당진시청,5680000,충청남도 당진시
공원:104(당진:04 채운공원),근린공원,충청남도 당진시 채운동 357-21,36.89064383,126.619224,81078,충청남도 당진시청,5680000,충청남도 당진시
공원:107(당진:06 남산공원),근린공원,충청남도 당진시 읍내동 234-33,36.89438169,126.6345673,51216,충청남도 당진시청,5680000,충청남도 당진시
공원:109(당진:8 서문공원),소공원,충청남도 당진시 읍내동 560-2,36.89320136,126.6271367,58,충청남도 당진시청,5680000,충청남도 당진시
공원:110(당진:09 새싹공원),어린이공원,충청남도 당진시 읍내동 177-1,36.89023423,126.6353885,1364,충청남도 당진시청,5680000,충청남도 당진시
공원:111(당진:10 은하공원),어린이공원,충청남도 당진시 채운동 278-4,36.8946859,126.6226732,1800,충청남도 당진시청,5680000,충청남도 당진시
공원:113(당진:12 하늘공원),어린이공원,충청남도 당진시 읍내동 1373,36.88803752,126.6348417,1491,충청남도 당진시청,5680000,충청남도 당진시
공원:114(당진:13 보름달공원),어린이공원,충청남도 당진시 채운동 1042,36.88720282,126.6306794,1855,충청남도 당진시청,5680000,충청남도 당진시
공원:115(당진:14 바다공원),어린이공원,충청남도 당진시 대덕동 1522,36.8868512,126.6349617,1514,충청남도 당진시청,5680000,충청남도 당진시
공원:116(당진:15 해바라기공원),근린공원,충청남도 당진시 대덕동 1710,36.88615679,126.6398247,4286,충청남도 당진시청,5680000,충청남도 당진시
공원:117(당진:16 채송공원),근린공원,충청남도 당진시 읍내동 1068,36.89007621,126.6391197,4987,충청남도 당진시청,5680000,충청남도 당진시
공원:118(당진:17 라일락공원),근린공원,충청남도 당진시 읍내동 934,36.89288768,126.6391892,3135,충청남도 당진시청,5680000,충청남도 당진시
공원:119(당진:21 한마음공원),근린공원,충청남도 당진시 읍내동 1487,36.90047324,126.6292377,16718,충청남도 당진시청,5680000,충청남도 당진시
공원:120(당진:22 하나공원),어린이공원,충청남도 당진시 읍내동 1450,36.89777744,126.6247316,2251,충청남도 당진시청,5680000,충청남도 당진시
공원:121(당진:23 우리공원),어린이공원,충청남도 당진시 우두동 1388,36.9023557,126.6326383,1500,충청남도 당진시청,5680000,충청남도 당진시
공원:122(당진:25 원당공원),근린공원,충청남도 당진시 원당동 1225,36.8990408,126.6402792,13733,충청남도 당진시청,5680000,충청남도 당진시
선운,근린공원,광주광역시 광산구 선암동 544외 4필지,35.14810487,126.7690505,59093.5,광주광역시 광산구청,3630000,광주광역시 광산구
우주,어린이공원,광주광역시 광산구 선암동 637,35.14641907,126.7753424,1509.1,광주광역시 광산구청,3630000,광주광역시 광산구
무지개,어린이공원,광주광역시 광산구 선암동 542,35.14650606,126.7785246,1585,광주광역시 광산구청,3630000,광주광역시 광산구
풍물,어린이공원,광주광역시 광산구 선암동 550,35.15028721,126.7760451,3388.5,광주광역시 광산구청,3630000,광주광역시 광산구
신창제2,어린이공원,광주광역시 광산구 신창동 산92-2,35.19088265,126.8481452,2000,광주광역시 광산구청,3630000,광주광역시 광산구
선운소공원,소공원,광주광역시 광산구 선암동 584,35.14877419,126.7718951,810.8,광주광역시 광산구청,3630000,광주광역시 광산구
송산,근린공원,광주광역시 광산구 박호동 576번지일원,35.16429742,126.7372951,597960,광주광역시 광산구청,3630000,광주광역시 광산구
빛고을산단체육,체육공원,광주광역시 광산구 삼거동 676,35.16651629,126.6760589,21629,광주광역시 광산구청,3630000,광주광역시 광산구
하나울,근린공원,광주광역시 광산구 흑석동 723,35.18336879,126.8026331,14733.1,광주광역시 광산구청,3630000,광주광역시 광산구
하남3지구1,어린이공원,광주광역시 광산구 하남동 184-1,35.16872986,126.7965787,1523,광주광역시 광산구청,3630000,광주광역시 광산구
하남3지구2,어린이공원,광주광역시 광산구 하남동 224,35.16945297,126.7969246,1500,광주광역시 광산구청,3630000,광주광역시 광산구
신창매결소공원,소공원,광주광역시 광산구 신창동 910,35.18872107,126.8408106,344,광주광역시 광산구청,3630000,광주광역시 광산구
송정소공원,소공원,광주광역시 광산구 우산동 1622,35.15224353,126.8120006,4982,광주광역시 광산구청,3630000,광주광역시 광산구
우산소공원,소공원,광주광역시 광산구 우산동 1599-5,35.15992228,126.8075159,1153.9,광주광역시 광산구청,3630000,광주광역시 광산구
수완,체육공원,광주광역시 광산구 수완동 918,35.20042404,126.825239,11973.9,광주광역시 광산구청,3630000,광주광역시 광산구
진곡,근린공원,광주광역시 광산구 진곡동 556,35.21012185,126.7849692,11316,광주광역시 광산구청,3630000,광주광역시 광산구
고룡,근린공원,광주광역시 광산구 진곡동 596,35.20617663,126.7827418,34396.4,광주광역시 광산구청,3630000,광주광역시 광산구
시례,근린공원,광주광역시 광산구 진곡동 620,35.20165986,126.7865874,10089.8,광주광역시 광산구청,3630000,광주광역시 광산구
발산제,근린공원,광주광역시 광산구 오선동 587,35.19860302,126.7934521,34030.2,광주광역시 광산구청,3630000,광주광역시 광산구
표산,근린공원,광주광역시 광산구 오선동 589,35.19467039,126.7925899,8445.7,광주광역시 광산구청,3630000,광주광역시 광산구
고저골,근린공원,광주광역시 광산구 오선동 740,35.19304272,126.7901274,10325.6,광주광역시 광산구청,3630000,광주광역시 광산구
진곡,소공원,광주광역시 광산구 오선동 688,35.20095796,126.7913344,2492.9,광주광역시 광산구청,3630000,광주광역시 광산구
천하,근린공원,광주광역시 광산구 용동 680-2,35.13059212,126.7512693,13035,광주광역시 광산구청,3630000,광주광역시 광산구
흑석,근린공원,광주광역시 광산구 흑석동 산48일원,35.18324459,126.8081936,31737,광주광역시 광산구청,3630000,광주광역시 광산구
소공원1,소공원,광주광역시 광산구 운남동 523-1,35.17584189,126.8234556,1217,광주광역시 광산구청,3630000,광주광역시 광산구
소공원2,소공원,광주광역시 광산구 운남동 524-19,35.17527441,126.8246387,1846,광주광역시 광산구청,3630000,광주광역시 광산구
소공원4,소공원,광주광역시 광산구 운남동 521-2,35.17364907,126.8230164,1013,광주광역시 광산구청,3630000,광주광역시 광산구
소공원5,소공원,광주광역시 광산구 운남동 544-26,35.17302431,126.8225052,141,광주광역시 광산구청,3630000,광주광역시 광산구
덕풍근린공원,근린공원,경기도 하남시 덕풍동 435-219,37.53514428,127.1984476,99250,경기도 하남시청,4040000,경기도 하남시
꿈마루공원(미사1),어린이공원,경기도 하남시 망월동 867,37.57534218,127.191302,1944,경기도 하남시청,4040000,경기도 하남시
방탱이공원(미사2),어린이공원,경기도 하남시 덕풍동 855,37.55832214,127.2024382,1518,경기도 하남시청,4040000,경기도 하남시
공원:103(당진:03 승리봉공원),근린공원,충청남도 당진시 읍내동 507-12,36.895543,126.627703,12465,충청남도 당진시청,6440000,충청남도
공원:104(당진:04 채운공원),근린공원,충청남도 당진시 채운동 357-21,36.890644,126.619224,81078,충청남도 당진시청,6440000,충청남도
공원:107(당진:06 남산공원),근린공원,충청남도 당진시 읍내동 234-33,36.894382,126.634567,50930,충청남도 당진시청,6440000,충청남도
공원:109(당진:8 서문공원),소공원,충청남도 당진시 읍내동 560-2,36.893201,126.627137,58,충청남도 당진시청,6440000,충청남도
공원:110(당진:09 새싹공원),어린이공원,충청남도 당진시 읍내동 177-1,36.890234,126.635389,1364,충청남도 당진시청,6440000,충청남도
공원:111(당진:10 은하공원),어린이공원,충청남도 당진시 채운동 278-4,36.894686,126.622673,1800,충청남도 당진시청,6440000,충청남도
사랑,어린이공원,광주광역시 서구 쌍촌동 1258-3,35.141211,126.8605174,1815.9,광주광역시 서구청,6290000,광주광역시
소망,어린이공원,광주광역시 서구 쌍촌동 1246-2,35.14344799,126.8587973,1510.5,광주광역시 서구청,6290000,광주광역시
푸름,어린이공원,광주광역시 서구 금호동 743-1,35.13720954,126.8610334,3745.4,광주광역시 서구청,6290000,광주광역시
해님,어린이공원,광주광역시 서구 금호동 721-1,35.14080017,126.8575861,1638,광주광역시 서구청,6290000,광주광역시
농성공단,어린이공원,광주광역시 서구 농성동 417-8,35.15986122,126.884847,2084,광주광역시 서구청,6290000,광주광역시
풍암,어린이공원,광주광역시 서구 풍암동 680-1,35.11811255,126.8671544,1708,광주광역시 서구청,6290000,광주광역시
느티나무,어린이공원,광주광역시 서구 치평동 1192,35.159801,126.846567,1519,광주광역시 서구청,6290000,광주광역시
무지개,어린이공원,광주광역시 서구 쌍촌동 1302-2,35.15319827,126.8598077,2716,광주광역시 서구청,6290000,광주광역시
오월,어린이공원,광주광역시 서구 쌍촌동 1288-2,35.15587992,126.8622528,2057.1,광주광역시 서구청,6290000,광주광역시
운천,어린이공원,광주광역시 서구 치평동 1168-3,35.15329763,126.8465895,2794.1,광주광역시 서구청,6290000,광주광역시
장수,어린이공원,광주광역시 서구 치평동 1166-10,35.15714776,126.8433994,8084.1,광주광역시 서구청,6290000,광주광역시
치평,어린이공원,광주광역시 서구 치평동 1171-9,35.1496564,126.8439713,4416.3,광주광역시 서구청,6290000,광주광역시
해오리,어린이공원,광주광역시 서구 치평동 1174-1,35.1465485,126.8439597,3551.5,광주광역시 서구청,6290000,광주광역시
개나리,어린이공원,광주광역시 서구 풍암동 1056,35.120501,126.8776872,3837.4,광주광역시 서구청,6290000,광주광역시
금당,어린이공원,광주광역시 서구 풍암동 1165,35.12780503,126.883968,3277.8,광주광역시 서구청,6290000,광주광역시
금호,어린이공원,광주광역시 서구 금호동 811,35.129224,126.8571683,3608.9,광주광역시 서구청,6290000,광주광역시
달맞이,어린이공원,광주광역시 서구 금호동 833,35.12383597,126.8591944,1631.2,광주광역시 서구청,6290000,광주광역시
당산,어린이공원,광주광역시 서구 풍암동 1129,35.12401153,126.8815859,4728.1,광주광역시 서구청,6290000,광주광역시
살구,어린이공원,광주광역시 서구 풍암동 1062,35.12081045,126.882554,2191,광주광역시 서구청,6290000,광주광역시
새롬,어린이공원,광주광역시 서구 풍암동 1008,35.12270918,126.868453,3090.1,광주광역시 서구청,6290000,광주광역시
운리,어린이공원,광주광역시 서구 풍암동 947,35.12288931,126.864779,8548.7,광주광역시 서구청,6290000,광주광역시
희망,어린이공원,광주광역시 서구 풍암동 1052,35.12350596,126.876195,2207,광주광역시 서구청,6290000,광주광역시
금부,어린이공원,광주광역시 서구 금호동 749,35.13463818,126.857351,1461.8,광주광역시 서구청,6290000,광주광역시
풍금,어린이공원,광주광역시 서구 금호동 771-1,35.13311005,126.8609482,5414.2,광주광역시 서구청,6290000,광주광역시
영종하늘도시 6호,근린공원,인천광역시 중구 운남동 1598-6,37.48180523,126.5047629,59927,인천광역시 중구청,3490000,인천광역시 중구
영종하늘도시 8호,근린공원,인천광역시 중구 운남동 1604-3,37.47550762,126.508795,26615,인천광역시 중구청,3490000,인천광역시 중구
영종하늘도시 10호,근린공원,인천광역시 중구 운남동 1697-4,37.47946052,126.5239245,13459,인천광역시 중구청,3490000,인천광역시 중구
영종하늘도시 11호,근린공원,인천광역시 중구 운남동 1654-3,37.48381815,126.5312884,97629,인천광역시 중구청,3490000,인천광역시 중구
영종하늘도시 14호,근린공원,인천광역시 중구 운남동 1690-14,37.48043144,126.5152632,43441,인천광역시 중구청,3490000,인천광역시 중구
연꽃공원,어린이공원,경기도 시흥시 하상동 367,37.39567434,126.8109963,2420,경기도 시흥시청,4010000,경기도 시흥시
하상공원,어린이공원,경기도 시흥시 하상동 372,37.39183522,126.813879,6460,경기도 시흥시청,4010000,경기도 시흥시
새재공원,어린이공원,경기도 시흥시 장현동 529-1,37.38267479,126.801305,1660,경기도 시흥시청,4010000,경기도 시흥시
매꼴공원,어린이공원,경기도 시흥시 장곡동 798-2,37.38116792,126.780663,7524,경기도 시흥시청,4010000,경기도 시흥시
진말공원,어린이공원,경기도 시흥시 장곡동 825-2,37.37804654,126.7874296,7524,경기도 시흥시청,4010000,경기도 시흥시
장곡공원,어린이공원,경기도 시흥시 장곡동 815,37.37901167,126.784077,3284,경기도 시흥시청,4010000,경기도 시흥시
새싹공원,어린이공원,경기도 시흥시 장곡동 796,37.38092325,126.7825507,3240,경기도 시흥시청,4010000,경기도 시흥시
나래솔공원,근린공원,경기도 시흥시 정왕동 2606-3,37.323213,126.704112,10044,경기도 시흥시청,4010000,경기도 시흥시
하늬공원,근린공원,경기도 시흥시 정왕동 2795,37.31709175,126.700533,10797,경기도 시흥시청,4010000,경기도 시흥시
해미공원,수변공원,경기도 시흥시 정왕동 2598-3,37.32715586,126.6995232,32706,경기도 시흥시청,4010000,경기도 시흥시
물비늘,수변공원,경기도 시흥시 정왕동 2609-6,37.32097243,126.7095464,13750,경기도 시흥시청,4010000,경기도 시흥시
제1호공원,근린공원,경기도 시흥시 능곡동 489,37.37608302,126.812551,20060,경기도 시흥시청,4010000,경기도 시흥시
영모재공원,근린공원,경기도 시흥시 능곡동 617,37.36967888,126.8172387,107778,경기도 시흥시청,4010000,경기도 시흥시
공원:송산2 일반산업단지:5(명랑공원),소공원,충청남도 당진시 송산면 유곡리 530-2,36.9649116,126.6909279,800,충청남도 당진시청,5680000,충청남도 당진시
공원:송산2 일반산업단지:6(희망공원),소공원,충청남도 당진시 송산면 유곡리 489,36.9620435,126.6909671,1815,충청남도 당진시청,5680000,충청남도 당진시
공원:송산2 일반산업단지:7(누리공원),소공원,충청남도 당진시 송산면 유곡리 485-7,36.9592673,126.6909362,2613,충청남도 당진시청,5680000,충청남도 당진시
공원:송산2 일반산업단지:8(두어기공원),소공원,충청남도 당진시 송산면 유곡리 385,36.9582193,126.6896627,1464,충청남도 당진시청,5680000,충청남도 당진시
공원:송산2 일반산업단지:9,소공원,충청남도 당진시 송산면 유곡리 410-34,36.958308,126.6935418,1483,충청남도 당진시청,5680000,충청남도 당진시
공원:아산국가산단(고대:7)(고대공원),근린공원,충청남도 당진시 송악읍 한진리 404,36.97310699,126.7587494,90727,충청남도 당진시청,5680000,충청남도 당진시
공원:아산국가산단(고대:9)(해안공원),근린공원,충청남도 당진시 송악읍 한진리 403-4,36.97606241,126.7775934,11344,충청남도 당진시청,5680000,충청남도 당진시
공원:아산국가산단(부곡:1)(제1호어린이공원),어린이공원,충청남도 당진시 송악읍 복운리 1631-1,36.94275369,126.7806741,3848,충청남도 당진시청,5680000,충청남도 당진시
공원:아산국가산단(부곡:6)(상록수공원),근린공원,충청남도 당진시 송악읍 부곡리 566,36.9607283,126.7805193,77766,충청남도 당진시청,5680000,충청남도 당진시
공원:아산국가산단(부곡:8)(한진공원),근린공원,충청남도 당진시 송악읍 복운리 1656,36.94328671,126.7846042,19890,충청남도 당진시청,5680000,충청남도 당진시
공원:합덕인더스파크일반산업단지:1(공원),소공원,충청남도 당진시 합덕읍 석우리 산 165-1,36.472826,126.444476,7654,충청남도 당진시청,5680000,충청남도 당진시
공원:합덕인더스파크일반산업단지:2(공원),소공원,충청남도 당진시 합덕읍 석우리 산 165-1,36.471417,126.445266,3826,충청남도 당진시청,5680000,충청남도 당진시
공원:합덕일반산업단지:1(공원),근린공원,충청남도 당진시 합덕읍 석우리 1134,36.81662243,126.7416645,34549,충청남도 당진시청,5680000,충청남도 당진시
공원:합덕일반산업단지:2(공원),소공원,충청남도 당진시 합덕읍 소소리 661,36.81837772,126.7466618,3941,충청남도 당진시청,5680000,충청남도 당진시
공원:합덕일반산업단지:3(공원),소공원,충청남도 당진시 합덕읍 소소리 662,36.8172445,126.7462397,2754,충청남도 당진시청,5680000,충청남도 당진시
공원:합덕일반산업단지:4(공원),체육공원,충청남도 당진시 합덕읍 소소리 680,36.81671867,126.749597,9573,충청남도 당진시청,5680000,충청남도 당진시
공원:합덕일반산업단지:5(공원),체육공원,충청남도 당진시 합덕읍 소소리 681,36.81557298,126.7498128,5831,충청남도 당진시청,5680000,충청남도 당진시
공원:현대제철산업단지:1(송산제1공원),근린공원,충청남도 당진시 송산면 가곡리 536,36.99749051,126.6844395,122058,충청남도 당진시청,5680000,충청남도 당진시
안말공원,어린이공원,경기도 구리시 갈매동 613,37.63081645,127.1154485,1500,경기도 구리시청,3980000,경기도 구리시
주공6단지공원,어린이공원,경기도 구리시 인창동 668-3,37.60553815,127.1439628,1956,경기도 구리시청,3980000,경기도 구리시
아름공원,어린이공원,경기도 구리시 인창동 491,37.61090762,127.1323979,1637,경기도 구리시청,3980000,경기도 구리시
건영공원,어린이공원,경기도 구리시 인창동 474-1,37.61277405,127.1370201,1500,경기도 구리시청,3980000,경기도 구리시
섬말공원,역사공원,"경기도 구리시 갈매동 641, 652",37.627669,127.116962,16046,경기도 구리시청,3980000,경기도 구리시
도당공원,역사공원,경기도 구리시 갈매동 660,37.62619056,127.1185549,26625,경기도 구리시청,3980000,경기도 구리시
마골공원,역사공원,경기도 구리시 갈매동 663,37.623736,127.114253,31887,경기도 구리시청,3980000,경기도 구리시
교문동 체육공원,체육공원,경기도 구리시 교문동 3-2번지,37.59556232,127.1362762,26998,경기도 구리시청,3980000,경기도 구리시
남문,어린이공원,서울특별시 금천구 독산동 160-6,37.472321,126.900396,883.6,서울특별시 금천구청,3170000,서울특별시 금천구
구룡,어린이공원,서울특별시 금천구 독산동 964,37.477891,126.9027669,934.9,서울특별시 금천구청,3170000,서울특별시 금천구
반수,어린이공원,서울특별시 금천구 독산동 980-44,37.4740151,126.902233,990.6,서울특별시 금천구청,3170000,서울특별시 금천구
한사랑,어린이공원,서울특별시 금천구 독산동 925-2,37.467716,126.904573,585.9,서울특별시 금천구청,3170000,서울특별시 금천구
쌈지,어린이공원,서울특별시 금천구 독산동 189-1,37.47090493,126.9039831,982.8,서울특별시 금천구청,3170000,서울특별시 금천구
소망,어린이공원,서울특별시 금천구 독산동 196-8,37.46936829,126.9016706,998,서울특별시 금천구청,3170000,서울특별시 금천구
남서울,어린이공원,서울특별시 금천구 시흥동 986-2,37.448336,126.902123,1155.7,서울특별시 금천구청,3170000,서울특별시 금천구
새재미,어린이공원,서울특별시 금천구 시흥동 855,37.45884579,126.904239,1185.2,서울특별시 금천구청,3170000,서울특별시 금천구
해태,어린이공원,서울특별시 금천구 시흥동 871-24,37.457773,126.901866,962.6,서울특별시 금천구청,3170000,서울특별시 금천구
부장천,어린이공원,서울특별시 금천구 시흥동 893,37.45266794,126.9044062,944,서울특별시 금천구청,3170000,서울특별시 금천구
풍림,어린이공원,서울특별시 금천구 시흥동 1026-3,37.44783408,126.9017969,2195,서울특별시 금천구청,3170000,서울특별시 금천구
중앙,어린이공원,서울특별시 금천구 시흥동 1027-2,37.44641126,126.9016027,1515,서울특별시 금천구청,3170000,서울특별시 금천구
꾸러기,어린이공원,서울특별시 금천구 시흥동 943-16,37.44316993,126.905877,359.4,서울특별시 금천구청,3170000,서울특별시 금천구
비둘기,어린이공원,서울특별시 금천구 시흥동 947-4,37.441597,126.906264,985.2,서울특별시 금천구청,3170000,서울특별시 금천구
까치,어린이공원,서울특별시 금천구 시흥동 959-2,37.439645,126.904994,925.3,서울특별시 금천구청,3170000,서울특별시 금천구
진달래,어린이공원,서울특별시 금천구 시흥동 970-3,37.434878,126.904883,992.2,서울특별시 금천구청,3170000,서울특별시 금천구
단군,어린이공원,서울특별시 금천구 시흥동 169-21,37.45569721,126.9086585,250,서울특별시 금천구청,3170000,서울특별시 금천구
돌섬공원,어린이공원,경기도 구리시 토평동 23-50,37.57976438,127.155611,1587,밀알교회,3980000,경기도 구리시
공원(백교2),어린이공원,경기도 구리시 교문동 667-4,37.58161904,127.1276101,1210,경기도 구리시청,3980000,경기도 구리시
공원(아치울2),어린이공원,경기도 구리시 아천동 353-10,37.57465468,127.1186927,1523,경기도 구리시청,3980000,경기도 구리시
