공원명,공원구분,소재지지번주소,위도,경도,공원면적,관리기관명,제공기관코드,제공기관명
참전비 공원,근린공원,경기도 가평군 가평읍 읍내리 365-1,37.82575858,127.5163165,3300,경기도 가평군청,4160000,경기도 가평군
호명호수공원,문화공원,경기도 가평군 청평면 상천리 1407-2,37.765767,127.459051,241538,경기도 가평군청,4160000,경기도 가평군
가평 체육공원,체육공원,경기도 가평군 가평읍 대곡리 347,37.82542273,127.5069577,108512,경기도 가평군청,4160000,경기도 가평군
다목적 체육공원,체육공원,경기도 가평군 상면 연하리 220,37.80359897,127.348606,25421,경기도 가평군청,4160000,경기도 가평군
설악 체육공원,체육공원,경기도 가평군 설악면 선촌리 32-4,37.684923,127.48948,44241,경기도 가평군청,4160000,경기도 가평군
하면 어린이공원,어린이공원,경기도 가평군 조종면 현리 477-71,37.811145,127.3507091,1540,경기도 가평군청,4160000,경기도 가평군
제4호 문화공원,문화공원,경기도 가평군 가평읍 달전리 705,37.80934042,127.5220606,1763.7,경기도 가평군청,4160000,경기도 가평군
가평 근린공원,근린공원,경기도 가평군 가평읍 읍내리 395-1,37.828971,127.515854,23558,경기도 가평군청,4160000,경기도 가평군
제5호 문화공원,문화공원,경기도 가평군 가평읍 대곡리 243-16,37.82641254,127.513082,3000,경기도 가평군청,4160000,경기도 가평군
제6호 문화공원,문화공원,경기도 가평군 가평읍 대곡리 144-14,37.821859,127.513038,1783,경기도 가평군청,4160000,경기도 가평군
설악 체육공원(제4호),체육공원,경기도 가평군 설악면 선촌리 589-1,37.68411652,127.4879718,10168,경기도 가평군청,4160000,경기도 가평군
청평 어린이공원,어린이공원,경기도 가평군 청평면 청평리 79-119,37.735153,127.417674,1660,경기도 가평군청,4160000,경기도 가평군
제12호 소공원,소공원,경기도 가평군 가평읍 읍내리 1054,37.831813,127.505558,589.5,경기도 가평군청,4160000,경기도 가평군
제13호 소공원,소공원,경기도 가평군 가평읍 읍내리 1055,37.831579,127.506163,1487.3,경기도 가평군청,4160000,경기도 가평군
죽동,근린공원,대전광역시 유성구 죽동 712-1,36.37388629,127.3367342,113482,대전광역시 유성구청,3670000,대전광역시 유성구
자운,근린공원,대전광역시 유성구 자운동 555,36.39655426,127.3511269,16498,대전광역시 유성구청,3670000,대전광역시 유성구
오리골,근린공원,대전광역시 유성구 장동 451,36.40046264,127.3624534,12123,대전광역시 유성구청,3670000,대전광역시 유성구
원동제1근린공원,근린공원,경기도 오산시 원동 404-7,37.138623,127.071748,9977,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
죽미근린공원,근린공원,경기도 오산시 세교동 620,37.181876,127.048981,73088,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
느티근린공원,근린공원,경기도 오산시 금암동 497,37.177588,127.050367,38604,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
여계근린공원,근린공원,경기도 오산시 금암동 514,37.173118,127.042051,65574,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
고인돌공원,역사공원,경기도 오산시 금암동 520,37.172348,127.047468,94292,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
금바위공원,근린공원,경기도 오산시 금암동 541,37.170219,127.047506,20855,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
문헌근린공원,근린공원,경기도 오산시 내삼미동 879,37.173657,127.053446,96411,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
도원근린공원,근린공원,경기도 오산시 수청동 624,37.169745,127.066873,14644,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
문성지구 제3어린이공원,어린이공원,경상북도 구미시 고아읍 문성리 1693,36.1540739,128.3465722,3248,경상북도 구미시청,5080000,경상북도 구미시
공단지구 어린이놀이터1,어린이공원,경상북도 구미시 공단동 296-31,36.09516857,128.3899312,3508,경상북도 구미시청,5080000,경상북도 구미시
공단지구 어린이놀이터2,어린이공원,경상북도 구미시 공단동 296-30,36.09474058,128.3897271,3520,경상북도 구미시청,5080000,경상북도 구미시
문성지구 제2어린이공원,어린이공원,경상북도 구미시 고아읍 문성리 1607,36.1548745,128.3440518,3746,경상북도 구미시청,5080000,경상북도 구미시
문성1공원,어린이공원,경상북도 구미시 고아읍 문성리 1947,36.1591337,128.350595,1929,경상북도 구미시청,5080000,경상북도 구미시
문성2공원,어린이공원,경상북도 구미시 고아읍 문성리 1882,36.1586184,128.3483515,1500,경상북도 구미시청,5080000,경상북도 구미시
양지공원(갈뫼공원),근린공원,경상북도 구미시 비산동 419,36.12416416,128.3718617,10100,경상북도 구미시청,5080000,경상북도 구미시
중앙공원(송정지구),근린공원,경상북도 구미시 송정동 424-22,36.11585009,128.3433124,8586,경상북도 구미시청,5080000,경상북도 구미시
인제 제1공원,어린이공원,강원도 인제군 인제읍 상동리 42-4,38.06940274,128.1749698,2000,강원도 인제군청,4330000,강원도 인제군
인제 제2공원,어린이공원,강원도 인제군 인제읍 남북리 801,38.0636212,128.1668999,2594,강원도 인제군청,4330000,강원도 인제군
인제 제3공원,어린이공원,강원도 인제군 인제읍 합강리 278-1,38.07465232,128.183007,1320,강원도 인제군청,4330000,강원도 인제군
인제 제6공원,어린이공원,강원도 인제군 인제읍 상동리 424-2,38.06339679,128.172517,1859,강원도 인제군청,4330000,강원도 인제군
신남 제3공원,어린이공원,강원도 인제군 남면 신남리 328-1,37.96524891,128.0838724,5053,강원도 인제군청,4330000,강원도 인제군
신남 제2공원,어린이공원,강원도 인제군 남면 신남리 304-19,37.96624211,128.0804425,2500,강원도 인제군청,4330000,강원도 인제군
원통 제5공원,어린이공원,강원도 인제군 북면 원통리 1653-1,38.1291527,128.2200208,1456,강원도 인제군청,4330000,강원도 인제군
상남 제1공원,근린공원,강원도 인제군 상남면 상남리 135-10,37.87377142,128.25911,1500,강원도 인제군청,4330000,강원도 인제군
합강공원,근린공원,강원도 인제군 인제읍 합강리 221-13,38.0770009,128.1861246,16100,강원도 인제군청,4330000,강원도 인제군
둠뫼공원,어린이공원,울산광역시 동구 방어동 60-3,35.490176,129.427412,5680,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
숲거랑공원,어린이공원,울산광역시 동구 방어동 96,35.486959,129.430353,1520,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
쇠평공원,소공원,울산광역시 동구 동부동 98,35.55079762,129.4340167,14300,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
쇠평공원,어린이공원,울산광역시 동구 동부동 112,35.552554,129.434098,2000,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
주택재건축공원,어린이공원,울산광역시 동구 전하동 627,35.510967,129.422564,1501,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
상진공원,체육공원,울산광역시 동구 방어동 214,35.481672,129.422393,418,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
주택재건축공원,소공원,울산광역시 동구 전하동 641-3,35.51018672,129.425758,695,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
월봉골공원,어린이공원,울산광역시 동구 화정동 659-41,35.49234632,129.425388,2018,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
일산천 문화공원,기타,울산광역시 동구 일산동 443,35.50514949,129.4230837,5220,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
목장공원,소공원,울산광역시 동구 화정동 664-14,35.492166,129.423036,3096,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
하늘마루공원,소공원,울산광역시 동구 방어동 1522,35.49001447,129.4248292,919,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
남목생활공원,어린이공원,울산광역시 동구 동부동 161,35.54155702,129.433402,6870,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
갈곶근린공원,근린공원,경기도 오산시 갈곶동 290-6,37.128961,127.074279,21876,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
궐동제7어린이공원,어린이공원,경기도 오산시 궐동 706,37.155445,127.054769,3584,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
수청제2어린이공원,어린이공원,경기도 오산시 내삼미동 851,37.175985,127.057072,2162,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
수청제3어린이공원,어린이공원,경기도 오산시 내삼미동 862,37.174191,127.058553,1965,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
수청제4어린이공원,어린이공원,경기도 오산시 수청동 565,37.171737,127.059281,1836,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
궐동제3어린이공원,어린이공원,경기도 오산시 궐동 624,37.160506,127.057647,3956,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
궐동제4어린이공원,어린이공원,경기도 오산시 궐동 660,37.159135,127.056794,2859,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
궐동제5어린이공원,어린이공원,경기도 오산시 궐동 656,37.158011,127.060024,4606,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
부산어린이공원,어린이공원,경기도 오산시 부산동 479-6,37.152294,127.088305,1500,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
가수제2어린이공원,어린이공원,경기도 오산시 가수동 14-5,37.147756,127.048758,1828,오산시 환경사업소 공원녹지과,4000000,경기도 오산시
불무공원,근린공원,충청북도 청주시 서원구 개신동 690,36.365573,127.265957,11710,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
강뜰,어린이공원,충청북도 청주시 서원구 개신동 587,36.623182,127.443899,2807,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
바람골,어린이공원,충청북도 청주시 서원구 개신동 633,36.620589,127.447231,2791,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
배티,어린이공원,충청북도 청주시 서원구 개신동 614,36.62184669,127.4489798,3117,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
새터,어린이공원,충청북도 청주시 서원구 개신동 636,36.619976,127.449817,3215,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
꿈동산,어린이공원,충청북도 청주시 서원구 산남동 745,36.609501,127.465853,2045.5,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
오리골공원,근린공원,충청북도 청주시 서원구 성화동 산80-7,36.363251,127.271041,44334,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
중하,어린이공원,충청북도 청주시 흥덕구 비하동 716,36.374597,127.253813,1537,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
송골,어린이공원,충청북도 청주시 흥덕구 가경동 1470-13,36.622015,127.432736,1500,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
강변,어린이공원,충청북도 청주시 흥덕구 가경동 1551,36.619343,127.441896,2801,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
통수,어린이공원,충청북도 청주시 흥덕구 가경동 1486-2,36.371005,127.262321,1768.4,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
탑연공원,근린공원,충청북도 청주시 흥덕구 강내면 탑연리 산16-4,36.61634398,127.3580891,73936,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
중삼공원,근린공원,충청북도 청주시 서원구 현도면 중삼리 54,36.295734,127.245754,21645,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
죽전공원,근린공원,충청북도 청주시 서원구 현도면 죽전리 660,36.301253,127.251712,15073,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
달계공원,어린이공원,충청북도 청주시 서원구 현도면 달계리 555-2,36.621852,127.369296,1500,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
과수원,어린이공원,충청북도 청주시 서원구 현도면 매봉리 271-4,36.473831,127.427247,1500,충청북도 청주시 푸른도시사업본부 공원관리과,5710000,충청북도 청주시
동부공원,어린이공원,강원특별자치도 춘천시 후평동 896,37.871509,127.754944,2600,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
진선2공원,어린이공원,강원특별자치도 춘천시 후평동 897,37.873659,127.755497,2490,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
진선1공원,어린이공원,강원특별자치도 춘천시 후평동 898,37.87214,127.756927,1640,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
석사새싹공원,어린이공원,강원특별자치도 춘천시 석사동 775,37.861517,127.746381,1581,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
양지공원,어린이공원,강원특별자치도 춘천시 석사동 763,37.862296,127.751103,2985,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
우석새싹공원,어린이공원,강원특별자치도 춘천시 석사동 741-6,37.865739,127.751332,1600,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
미리네공원,어린이공원,강원특별자치도 춘천시 석사동 731,37.866303,127.753757,3430,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
어울림공원,어린이공원,강원특별자치도 춘천시 석사동 722-3,37.867173,127.756485,1710,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
나누미공원,어린이공원,강원특별자치도 춘천시 석사동 727-3,37.868929,127.755793,1718,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
해오름공원,어린이공원,강원특별자치도 춘천시 사농동 158-2,37.912081,127.724888,1500,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
우두제4공원,어린이공원,강원특별자치도 춘천시 우두동 291,37.904819,127.742251,2302,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
새청공원,어린이공원,강원특별자치도 춘천시 우두동 339-15,37.897703,127.739227,1664,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
5호,기타,전라남도 광양시 태인동 1350-4,34.943868,127.742576,1551,광양시 공원과,4840000,전라남도 광양시
만천제1공원,어린이공원,강원특별자치도 춘천시 동면 만천리 979,37.882952,127.759639,1680,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
만천제2공원,어린이공원,강원특별자치도 춘천시 동면 만천리 986,37.87868,127.764537,1503,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
무릉1공원,어린이공원,강원특별자치도 춘천시 퇴계동 966,37.860188,127.736628,2100,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
무릉2공원,어린이공원,강원특별자치도 춘천시 퇴계동 984,37.857686,127.736776,2100,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
봄내공원,어린이공원,강원특별자치도 춘천시 석사동 814,37.855742,127.740881,1800,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
태극공원,어린이공원,강원특별자치도 춘천시 석사동 821,37.85472,127.743566,2100,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
새로움공원,어린이공원,강원특별자치도 춘천시 석사동 846,37.85351,127.747695,1700,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
신남공원,어린이공원,강원특별자치도 춘천시 칠전동 529-3,37.842993,127.710914,2127,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
양지공원,어린이공원,강원특별자치도 춘천시 칠전동 572-1,37.843265,127.716356,1501,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
강남새싹공원,어린이공원,강원특별자치도 춘천시 칠전동 615-1,37.841162,127.715915,1627,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
느티나무공원,어린이공원,강원특별자치도 춘천시 칠전동 537-1,37.844089,127.712954,1857,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
솔밭공원,어린이공원,강원특별자치도 춘천시 칠전동 619-1,37.840832,127.712883,1560,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
철길따라공원,어린이공원,강원특별자치도 춘천시 퇴계동 981,37.858499,127.734148,1500,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
스무숲송화공원,어린이공원,강원특별자치도 춘천시 석사동 867,37.852774,127.740906,2883,강원특별자치도 춘천시청,4181000,강원특별자치도 춘천시
미사한강공원1호(10),근린공원,"경기도 하남시 선동413, 413-1",37.57655745,127.1788434,59121,경기도 하남시청,4040000,경기도 하남시
미사한강공원2호(11),근린공원,경기도 하남시 선동 417,37.57676685,127.1807342,79419,경기도 하남시청,4040000,경기도 하남시
미사한강공원5호(12),근린공원,경기도 하남시 망월동 832,37.57866668,127.1915726,91870,경기도 하남시청,4040000,경기도 하남시
미사숲공원(16),근린공원,"경기도 하남시 풍산동 535, 536, 537",37.55437011,127.1896783,160158,경기도 하남시청,4040000,경기도 하남시
미사누리공원1호(13),근린공원,경기도 하남시 망월동 838,37.57451938,127.1876226,33923,경기도 하남시청,4040000,경기도 하남시
미사누리공원2호(14),근린공원,경기도 하남시 망월동 955,37.56811428,127.1863913,53870,경기도 하남시청,4040000,경기도 하남시
별내택지 근린공원3,근린공원,경기도 남양주시 별내동 939,37.65493394,127.1270364,31560,경기도 남양주시청,3990000,경기도 남양주시
별내택지 근린공원7,근린공원,경기도 남양주시 별내동 988,37.64392211,127.1283003,54318,경기도 남양주시청,3990000,경기도 남양주시
별내택지 근린공원4,근린공원,경기도 남양주시 별내동 918,37.65657399,127.1215905,65676,경기도 남양주시청,3990000,경기도 남양주시
별내택지 근린공원6,근린공원,경기도 남양주시 별내동 1016-3,37.6472205,127.1246392,76348,경기도 남양주시청,3990000,경기도 남양주시
별내택지 근린공원5,근린공원,경기도 남양주시 별내동 1074,37.6540409,127.1157796,144582,경기도 남양주시청,3990000,경기도 남양주시
별내택지 체육공원,체육공원,경기도 남양주시 별내동 861,37.66427015,127.1201524,47845,경기도 남양주시청,3990000,경기도 남양주시
별내택지체육공원1,체육공원,경기도 남양주시 별내동858,37.664986,127.118584,7759,경기도 남양주시청,3990000,경기도 남양주시
별내택지 체육공원3,체육공원,경기도 남양주시 별내동910,37.65972854,127.1213588,12367,경기도 남양주시청,3990000,경기도 남양주시
별내택지 체육공원4,체육공원,경기도 남양주시 별내동908,37.66009632,127.1234243,21946,경기도 남양주시청,3990000,경기도 남양주시
마석신도2차1호소공원,소공원,경기도 남양주시 화도읍 묵현리 625-2,37.6629166,127.2986365,295,경기도 남양주시청,3990000,경기도 남양주시
마석신도2차2호소공원,소공원,경기도 남양주시 화도읍 묵현리 625-4,37.6620664,127.3000791,335,경기도 남양주시청,3990000,경기도 남양주시
녹촌제2호어린이공원,어린이공원,경기도 남양주시 화도읍 녹촌리 23-3,37.65005469,127.2979429,1500,경기도 남양주시청,3990000,경기도 남양주시
녹촌제3호어린이공원,어린이공원,경기도 남양주시 화도읍 녹촌리 205-1,37.65131177,127.2920754,3055,경기도 남양주시청,3990000,경기도 남양주시
녹촌제1호근린공원,근린공원,경기도 남양주시 화도읍 녹촌리 214-10,37.65160078,127.2941944,10495,경기도 남양주시청,3990000,경기도 남양주시
미아도심소,어린이공원,서울특별시 강북구 미아동 258-148,37.62544556,127.0313106,1127,서울특별시 강북구청,3080000,서울특별시 강북구
오패,어린이공원,서울특별시 강북구 미아동 258-236,37.6223139,127.0323129,1084,서울특별시 강북구청,3080000,서울특별시 강북구
한빛,어린이공원,서울특별시 강북구 미아동 222-20,37.6275981,127.0229662,1192.1,서울특별시 강북구청,3080000,서울특별시 강북구
운산,어린이공원,서울특별시 강북구 미아동 165-3,37.6321329,127.025456,995.1,서울특별시 강북구청,3080000,서울특별시 강북구
솔샘,어린이공원,서울특별시 강북구 송천동 329-15,37.6184142,127.0270508,1264.1,서울특별시 강북구청,3080000,서울특별시 강북구
으뜸,어린이공원,서울특별시 강북구 미아동 309-43,37.6236134,127.0262421,681,서울특별시 강북구청,3080000,서울특별시 강북구
세일,어린이공원,서울특별시 강북구 미아동 159-71,37.6338794,127.0252746,839.7,서울특별시 강북구청,3080000,서울특별시 강북구
삼거리소공원,소공원,영월군 산솔면 연상리 434-4,37.198445,128.617359,496,강원도 영월군청,4270000,강원도 영월군
누비어린이공원,어린이공원,영월군 영월읍 덕포리 505-12,37.18178,128.482812,6016,강원도 영월군청,4270000,강원도 영월군
옥수정어린이공원,어린이공원,영월군 상동읍 구래리 산1-37,37.165039,128.794081,1760,강원도 영월군청,4270000,강원도 영월군
별빛폭포어린이공원,어린이공원,영월군 영월읍 하송리 217-4,37.181571,128.461013,9277,강원도 영월군청,4270000,강원도 영월군
해찬솔어린이공원,어린이공원,영월군 영월읍 덕포리 646,37.174219,128.480018,2300,강원도 영월군청,4270000,강원도 영월군
별바라기어린이공원,어린이공원,영월군 영월읍 덕포리 429,37.183978,128.487142,2110,강원도 영월군청,4270000,강원도 영월군
꽃가람어린이공원,어린이공원,영월군 주천면 주천리 897-9,37.272211,128.265094,1824,강원도 영월군청,4270000,강원도 영월군
하송어린이공원,어린이공원,영월군 영월읍 하송리 363-2,37.177643,128.456705,1755,강원도 영월군청,4270000,강원도 영월군
은행나무어린이공원,어린이공원,영월군 영월읍 하송리 127,37.178586,128.464028,1517,강원도 영월군청,4270000,강원도 영월군
가온어린이공원,어린이공원,영월군 영월읍 영흥리 1033-33,37.18932,128.469896,1946,강원도 영월군청,4270000,강원도 영월군
새내어린이공원,어린이공원,영월군 한반도면 신천리 471,37.235726,128.329503,2885,강원도 영월군청,4270000,강원도 영월군
마차어린이공원,어린이공원,영월군 북면 마차리 14-22,37.260882,128.464806,3957,강원도 영월군청,4270000,강원도 영월군
연상어린이공원,어린이공원,영월군 산솔면 연상리 67-9,37.199417,128.615564,1042,강원도 영월군청,4270000,강원도 영월군
덕포리어린이공원,어린이공원,영월군 영월읍 덕포리 574-151,37.180703,128.476152,4565,강원도 영월군청,4270000,강원도 영월군
하송공원,근린공원,영월군 영월읍 영흥리 1097-2,37.194809,128.45762,290106,강원도 영월군청,4270000,강원도 영월군
금강공원,근린공원,영월군 영월읍 영흥리 산59,37.195547,128.48842,150248,강원도 영월군청,4270000,강원도 영월군
동강생태공원,근린공원,영월군 영월읍 삼옥리 897,37.228559,128.505949,180281,강원도 영월군청,4270000,강원도 영월군
상동1공원,근린공원,영월군 상동읍 구래리 산61,37.145881,128.842399,10145,강원도 영월군청,4270000,강원도 영월군
덕포공원,근린공원,영월군 영월읍 덕포리 585,37.178036,128.482097,38876,강원도 영월군청,4270000,강원도 영월군
산성이공원,어린이공원,울산광역시 동구 전하동 660-3,35.508166,129.4215596,1517,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
큰골공원,소공원,울산광역시 동구 서부동 산10-11,35.543512,129.4230915,1620,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
방어진도시자연공원구역,기타,울산광역시 동구 화정동 산33,35.51113343,129.4107693,3452944,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
감나무골공원,어린이공원,울산광역시 동구 동부동 426-1,35.54703798,129.424391,2088,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
남목1동 쌈지공원,기타,울산광역시 동구 서부동 522-7,35.539507,129.4221242,2270,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
남목3동 쌈지공원,기타,울산광역시 동구 동부동 산164-7,35.546632,129.4312054,400,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
댕바위공원,어린이공원,울산광역시 동구 방어동 59-2,35.48948355,129.43027,2324,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
꽃받등공원,어린이공원,울산광역시 동구 방어동 59-3,35.48859436,129.429575,2797,울산광역시 동구청 공원녹지과,3710000,울산광역시 동구
물빛문화공원,문화공원,"서울특별시 마포구 상암동 1608,1609",37.5800503,126.8931619,5827,서울특별시 마포구,3130000,서울특별시 마포구
휴암문화공원,문화공원,서울특별시 마포구 상암동 670,37.58479973,126.8781707,5285,서울특별시 마포구,3130000,서울특별시 마포구
홍익문화공원,문화공원,서울특별시 마포구 서교동 359,37.55218645,126.9229874,2230,서울특별시 마포구,3130000,서울특별시 마포구
양화진역사공원,역사공원,서울특별시 마포구 합정동 139-21 일대,37.54554595,126.9112007,4804,서울특별시 마포구,3130000,서울특별시 마포구
외국인묘지공원,묘지공원,서울특별시 마포구 합정동145-3 등 10필지,37.54652436,126.9117749,13224,서울특별시 마포구,3130000,서울특별시 마포구
나래울공원,어린이공원,부산광역시 기장군 정관읍 달산리 1198,35.3208811,129.1847064,2199.1,부산광역시 기장군청,3400000,부산광역시 기장군
동구래공원,어린이공원,부산광역시 기장군 정관읍 달산리 1208,35.31854956,129.1882085,2000.1,부산광역시 기장군청,3400000,부산광역시 기장군
햇돌공원,어린이공원,부산광역시 기장군 정관읍 매학리 722,35.31981854,129.1755274,1995.3,부산광역시 기장군청,3400000,부산광역시 기장군
애솔공원,어린이공원,부산광역시 기장군 정관읍 매학리 796,35.3188404,129.1826084,2194.1,부산광역시 기장군청,3400000,부산광역시 기장군
모전공원,어린이공원,부산광역시 기장군 정관읍 모전리 690,35.33641556,129.1705005,2719.4,부산광역시 기장군청,3400000,부산광역시 기장군
바람개비공원,어린이공원,부산광역시 기장군 정관읍 모전리 709,35.3396806,129.1587328,2358.6,부산광역시 기장군청,3400000,부산광역시 기장군
둥지공원,어린이공원,부산광역시 기장군 정관읍 모전리 718,35.34010345,129.1617723,1927.7,부산광역시 기장군청,3400000,부산광역시 기장군
새늘공원,어린이공원,부산광역시 기장군 정관읍 모전리 733,35.33474186,129.1634449,2000.9,부산광역시 기장군청,3400000,부산광역시 기장군
하늘아리공원,어린이공원,부산광역시 기장군 정관읍 모전리 773,35.33121835,129.1652844,2000,부산광역시 기장군청,3400000,부산광역시 기장군
북면문곡리공원,소공원,영월군 북면 문곡리 1740,37.213578,128.428212,3672,강원도 영월군청,4270000,강원도 영월군
온수(잣절지구),근린공원,서울특별시 구로구 개봉동 45-2,37.49943799,126.8418256,7732060,서울특별시 구로구청,3160000,서울특별시 구로구
온수(반달지구),근린공원,서울특별시 구로구 오류동 18-141,37.49947855,126.8418368,152920,서울특별시 구로구청,3160000,서울특별시 구로구
미리내,어린이공원,서울특별시 강서구 화곡동 1008-32,37.547649,126.834751,967.5,서울특별시 강서구청,3150000,서울특별시 강서구
수명산,어린이공원,서울특별시 강서구 화곡동 1044-31,37.540958,126.834336,984.9,서울특별시 강서구청,3150000,서울특별시 강서구
대원,어린이공원,서울특별시 강서구 화곡동 1022,37.544928,126.835911,276.9,서울특별시 강서구청,3150000,서울특별시 강서구
천사,어린이공원,서울특별시 강서구 화곡동 1139-1,37.54683,126.833001,2395.2,서울특별시 강서구청,3150000,서울특별시 강서구
두레,어린이공원,서울특별시 강서구 화곡동 792-9,37.531104,126.859414,986.1,서울특별시 강서구청,3150000,서울특별시 강서구
달빛,어린이공원,서울특별시 강서구 화곡동783-1,37.531248,126.862932,976.2,서울특별시 강서구청,3150000,서울특별시 강서구
무지개,어린이공원,서울특별시 강서구 화곡동806-10,37.533937,126.861301,976.2,서울특별시 강서구청,3150000,서울특별시 강서구
능골,어린이공원,서울특별시 강서구 화곡동468-1,37.536752,126.855316,997.2,서울특별시 강서구청,3150000,서울특별시 강서구
종달새,어린이공원,서울특별시 강서구 화곡동819-5,37.535302,126.858021,991.4,서울특별시 강서구청,3150000,서울특별시 강서구
꿈동산공원,어린이공원,부산광역시 사하구 다대1동 940,35.057912,128.969115,1421.5,부산광역시 사하구청,3340000,부산광역시 사하구
초롱공원,어린이공원,부산광역시 사하구 다대동 1668,35.06108667,128.9715905,1504.3,부산광역시 사하구청,3340000,부산광역시 사하구
고니나루쉼터,문화공원,부산광역시 사하구 다대동 1525-1,35.070053,128.9531706,2338,부산광역시 사하구청,3340000,부산광역시 사하구
다대포해변공원,수변공원,부산광역시 사하구 다대동 1674번지,35.0556365,128.9674986,155483,부산광역시 사하구청,3340000,부산광역시 사하구
구평뜰공원,소공원,부산광역시 사하구 구평동 497,35.08636471,128.9849736,605,부산광역시 사하구청,3340000,부산광역시 사하구
등나무공원,어린이공원,부산광역시 사하구 다대2동80-1,35.067935,128.980451,8670.4,부산광역시 사하구청,3340000,부산광역시 사하구
