영업상태명,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,업태구분명,좌표정보(X),좌표정보(Y)
폐업,폐업,전라남도 순천시 주암면 행정리 1번지 외366필지(1층) ,,,일반조리판매,228625.4435,172559.3468
폐업,폐업,전라남도 순천시 서면 동산리 89-3 1 ,"전라남도 순천시 서면 순천로 54, 1층",57906,기타 휴게음식점,244660.5101,166385.9761
폐업,폐업,전라남도 순천시 풍덕동 276-3 순천리가안 1층 101호,"전라남도 순천시 하풍1길 13, 1층 101호 (풍덕동, 순천리가안)",57993,편의점,246239.4424,160234.272
폐업,폐업,전라남도 순천시 조례동 889-1번지 엔젤PC방 내 ,"전라남도 순천시 봉화2길 99, 3층 (조례동, 엔젤PC방 내)",57945,일반조리판매,247219.5262,162661.2307
폐업,폐업,"전라남도 순천시 중앙동 74 1,2층 나동 ","전라남도 순천시 중앙6길 10, 나동 1,2층 (중앙동)",57942,커피숍,244194.8638,161993.2935
폐업,폐업,전라남도 순천시 남내동 98번지 (1층) ,,,패스트푸드,244271.6929,161808.7037
폐업,폐업,전라남도 순천시 풍덕동 1261-10번지 (지하) ,,,다방,245103.2787,160983.7226
폐업,폐업,전라남도 순천시 덕암동 269-15번지 (지하) ,,,다방,245905.5566,161097.9655
폐업,폐업,전라남도 순천시 조곡동 159-1번지 (지하) ,,,다방,245767.1956,160794.9052
폐업,폐업,전라남도 순천시 금곡동 167-3번지 (1층) ,,,과자점,243811.3136,161868.6385
폐업,폐업,전라남도 순천시 조례동 758-15번지 .17.766.769-1.2(지하2층) ,,,일반조리판매,247307.692,163977.1052
폐업,폐업,전라남도 순천시 조곡동 161-14번지 (1층) ,,,과자점,245850.0667,160697.7881
폐업,폐업,전라남도 순천시 별량면 덕정리 산 83-2번지 (2층) ,전라남도 순천시 별량면 오실길 333 ((2층)),57920,기타 휴게음식점,240932.4547,156215.9976
폐업,폐업,전라남도 순천시 황전면 괴목리 45번지 ,,,다방,,
폐업,폐업,전라남도 순천시 장천동 85-21번지 (2층) ,,,다방,244728.4448,161078.0681
폐업,폐업,전라남도 순천시 장천동 85-32번지 (2층) ,,,다방,244750.4831,161015.0213
폐업,폐업,전라남도 순천시 저전동 197-4번지 239(1층) ,,,과자점,244085.2718,161481.5053
폐업,폐업,전라남도 순천시 인제동 34-6번지 (지하) ,,,일반조리판매,244525.9155,160868.3594
폐업,폐업,전라남도 순천시 중앙동 118-3번지 (지하) ,,,다방,244314.4534,161962.4991
폐업,폐업,전라남도 순천시 황전면 선변리 837-1번지 (1층) ,,,다방,241250.2833,185013.668
폐업,폐업,전라남도 순천시 가곡동 152-1번지 (1층) ,,,일반조리판매,244568.7053,165584.4591
폐업,폐업,전라남도 순천시 조례동 70-2번지 (2층) ,,,패스트푸드,248607.1819,161603.873
폐업,폐업,전라남도 순천시 조례동 70-2번지 (2층) ,,,패스트푸드,248607.1819,161603.873
폐업,폐업,전라남도 순천시 조례동 70-2번지 (2층) ,,,패스트푸드,248607.1819,161603.873
폐업,폐업,전라남도 순천시 조례동 70-2번지 (2층) ,,,패스트푸드,248607.1819,161603.873
폐업,폐업,전라남도 순천시 조례동 951-1 (1층) ,"전라남도 순천시 봉화2길 87 (조례동,(1층))",57945,편의점,247218.1145,162528.1204
폐업,폐업,전라남도 순천시 동외동 199-5번지 A-8호(E마트내 1층) ,,,과자점,,
폐업,폐업,전라남도 순천시 덕월동 458-1 1층 ,"전라남도 순천시 제일대학길 2, 1층 (덕월동)",57997,패스트푸드,244597.6062,159623.2375
폐업,폐업,전라남도 순천시 왕지동 850-6 1층 ,"전라남도 순천시 왕지1길 3-9, 1층 (왕지동)",57932,키즈카페,247641.1835,163635.5801
폐업,폐업,전라남도 순천시 덕월동 1372-7 1층 ,"전라남도 순천시 덕월길 4, 1층 (덕월동)",57997,편의점,244678.3332,159315.4423
폐업,폐업,전라남도 순천시 풍덕동 70 1층 박람회장 40동 ,"전라남도 순천시 국가정원1호길 162-11, 박람회장 40동 1층 (풍덕동)",58000,패스트푸드,246496.0508,158862.123
폐업,폐업,전라남도 순천시 덕월동 220-1번지 (1층) ,"전라남도 순천시 녹색로 1641 (덕월동,(1층))",,기타 휴게음식점,244519.0525,158681.4747
폐업,폐업,전라남도 순천시 장천동 38-17번지 (1층) ,,,다방,244567.0312,161221.1941
폐업,폐업,전라남도 순천시 연향동 1339-4번지 1층 ,"전라남도 순천시 연향상가3길 6, 1층 (연향동)",57967,기타 휴게음식점,247325.601,161524.2993
폐업,폐업,전라남도 순천시 풍덕동 1260-7번지 (2층) ,"전라남도 순천시 팔마로 45 (풍덕동,(2층))",57960,다방,244995.8354,160973.6976
폐업,폐업,전라남도 순천시 조례동 1594번지 (9층) ,,,일반조리판매,247659.9674,161796.2749
폐업,폐업,전라남도 순천시 연향동 1340번지 (1층) ,"전라남도 순천시 연향번영길 118 (연향동,(1층))",57967,기타 휴게음식점,247319.2932,161614.1597
폐업,폐업,"전라남도 순천시 중앙동 104-10번지 (1,2층) ","전라남도 순천시 중앙7길 9 (중앙동,(1,2층))",57942,기타 휴게음식점,244264.9778,161983.1546
폐업,폐업,전라남도 순천시 주암면 행정리 1번지 외366필지(1층) ,,,일반조리판매,228625.4435,172559.3468
폐업,폐업,전라남도 순천시 주암면 행정리 1번지 외366필지(1층) ,,,일반조리판매,228625.4435,172559.3468
폐업,폐업,전라남도 순천시 왕지동 766-11 1층 ,"전라남도 순천시 왕지5길 9-109, 1층층 (왕지동)",57930,커피숍,247705.9991,163930.6115
폐업,폐업,전라남도 순천시 조곡동 154-6번지 (지하) ,,,다방,245588.4763,160960.3239
폐업,폐업,전라남도 순천시 가곡동 4-2번지 (2층) ,,,다방,245018.3294,165895.3682
폐업,폐업,전라남도 순천시 낙안면 동내리 470-2번지 ,,,다방,231308.0186,156419.8804
폐업,폐업,전라남도 순천시 조곡동 121-50번지 (2층) ,,,다방,,
폐업,폐업,전라남도 순천시 조례동 1344-5번지 (1층) ,,,과자점,246979.9253,161602.8903
폐업,폐업,"전라남도 순천시 용당동 245번지 ,245-5(1층) ",,,기타 휴게음식점,245259.7946,164228.5215
폐업,폐업,전라남도 순천시 남내동 119-1번지 중앙시장 (1층) ,,,일반조리판매,244182.1811,161710.2912
폐업,폐업,전라남도 순천시 인제동 55-10번지 (지하) ,,,다방,244456.7514,160972.9821
폐업,폐업,전라남도 순천시 동외동 194번지 (지하) ,,,다방,244452.5765,162260.2095
폐업,폐업,전라남도 순천시 매곡동 124-13번지 (1층) ,,,과자점,244174.3926,162225.5775
폐업,폐업,전라남도 순천시 오천동 931-3번지 ,,,다방,244880.9876,158861.0085
폐업,폐업,전라남도 순천시 남내동 2-1번지 ,,,과자점,244325.9163,161886.2066
폐업,폐업,전라남도 순천시 조곡동 170번지 (순천역 광장 대합실)1층 ,,,일반조리판매,,
폐업,폐업,전라남도 순천시 해룡면 상삼리 639-2번지 (1층) ,,,다방,248121.6857,161287.5512
폐업,폐업,전라남도 순천시 조곡동 157-1번지 (지하) ,"전라남도 순천시 역전광장1길 4 (조곡동,(지하))",57962,다방,245621.7195,160866.7485
폐업,폐업,전라남도 순천시 주암면 광천리 163-7번지 (1층) ,,,다방,221290.7896,175343.3828
폐업,폐업,전라남도 순천시 연향동 1336-4 2층 ,"전라남도 순천시 연향3로 41, 2층 201호 (연향동)",57967,기타 휴게음식점,247476.7249,161489.8672
폐업,폐업,전라남도 순천시 오천동 958-2번지 2층 ,"전라남도 순천시 오천6길 6-8, 2층 (오천동)",57999,커피숍,245066.0698,159641.4811
폐업,폐업,전라남도 순천시 행동 80번지 푸드행사장일원 ,,,일반조리판매,244100.7491,161848.2795
폐업,폐업,전라남도 순천시 행동 80번지 푸드행사장일원 ,,,일반조리판매,244100.7491,161848.2795
폐업,폐업,전라남도 순천시 행동 80번지 푸드행사장일원 ,,,일반조리판매,244100.7491,161848.2795
폐업,폐업,전라남도 순천시 행동 80번지 푸드행사장일원 ,,,일반조리판매,244100.7491,161848.2795
폐업,폐업,전라남도 순천시 행동 80번지 푸드행사장일원 ,,,일반조리판매,244100.7491,161848.2795
폐업,폐업,전라남도 순천시 행동 80번지 푸드행사장일원 ,,,일반조리판매,244100.7491,161848.2795
폐업,폐업,전라남도 순천시 동외동 168-1 2층 C동 9호,"전라남도 순천시 북문길 40, C동 2층 9호 (동외동)",57939,기타 휴게음식점,244242.2733,162325.4966
폐업,폐업,전라남도 순천시 동외동 168-1번지 2층 C동 5호,"전라남도 순천시 북문길 40, C동 2층 5호 (동외동)",57939,기타 휴게음식점,244242.2733,162325.4966
폐업,폐업,전라남도 순천시 동외동 168-1번지 2층 C동 13호,"전라남도 순천시 북문길 40, C동 2층 13호 (동외동)",57939,커피숍,244242.2733,162325.4966
폐업,폐업,전라남도 순천시 동외동 168-1번지 2층 C동 11호,"전라남도 순천시 북문길 40, C동 2층 11호 (동외동)",57939,기타 휴게음식점,244242.2733,162325.4966
폐업,폐업,전라남도 순천시 주암면 광천리 171번지 (1층) ,,,과자점,221388.8383,175283.4258
폐업,폐업,전라남도 순천시 장천동 85-35번지 (지하) ,,,다방,244668.8325,161001.2004
폐업,폐업,전라남도 순천시 장천동 51-11번지 (지하) ,,,다방,244480.4297,161476.5229
폐업,폐업,전라남도 순천시 조곡동 153-15번지 (지하) ,,,다방,245462.7785,160928.321
폐업,폐업,전라남도 순천시 풍덕동 1273-25번지 (1층) ,"전라남도 순천시 장평3길 30 (풍덕동,(1층))",57961,다방,245250.4092,160526.37
폐업,폐업,전라남도 순천시 조례동 1818-1번지 (1층) ,"전라남도 순천시 왕궁중앙길 60 (조례동,(1층))",57971,기타 휴게음식점,248830.5185,162063.9915
폐업,폐업,전라남도 순천시 왕지동 868-7번지 1층 ,"전라남도 순천시 왕지2길 4-39, 1층 (왕지동)",57932,패스트푸드,247656.6145,163376.5618
폐업,폐업,전라남도 순천시 용당동 350-5번지 외 1필지 102호(1층) ,"전라남도 순천시 삼산로 101, 1층 102호 (용당동)",57936,기타 휴게음식점,245020.834,163958.1687
폐업,폐업,전라남도 순천시 상사면 흘산리 9-3번지 (2층) ,,,기타 휴게음식점,242446.656,159073.9627
폐업,폐업,전라남도 순천시 인월동 575번지 번지 ,,,기타 휴게음식점,243685.645,155505.0867
폐업,폐업,전라남도 순천시 조례동 1601-6번지 (1층) ,"전라남도 순천시 장선배기길 19 (조례동,(1층))",57968,일반조리판매,247830.0282,161738.7659
폐업,폐업,전라남도 순천시 조례동 851번지 대림아파트상가2층 ,,,패스트푸드,247176.6397,162897.0413
폐업,폐업,전라남도 순천시 장천동 57-1번지 (2층) ,,,다방,244149.3804,161498.3361
폐업,폐업,전라남도 순천시 연향동 1452-2번지 (1층) ,,,일반조리판매,247726.9409,161263.0058
폐업,폐업,전라남도 순천시 조례동 1742번지 (1층) ,,,커피숍,249529.2146,163006.654
폐업,폐업,전라남도 순천시 조례동 571-3번지 (1층) ,,,기타 휴게음식점,247629.3406,162527.6507
폐업,폐업,전라남도 순천시 남내동 103-1번지 (1층) ,"전라남도 순천시 별미길 27-1 (남내동,(1층))",57942,커피숍,244283.211,161796.9784
폐업,폐업,"전라남도 순천시 조례동 984-3번지 (1,2층) ","전라남도 순천시 신월큰길 19 (조례동,(1,2층))",57946,커피숍,247373.7817,162533.7981
폐업,폐업,전라남도 순천시 매곡동 433-10번지 (2층) ,,,커피숍,244153.5135,162805.6011
폐업,폐업,전라남도 순천시 용당동 245-4번지 (1층) ,,,기타 휴게음식점,245240.6271,164208.1853
폐업,폐업,전라남도 순천시 조곡동 82-97번지 나동(1층) ,,,과자점,245658.8035,161231.7388
폐업,폐업,전라남도 순천시 조례동 1609번지 부영8차 상가 103호(1층) ,,,일반조리판매,248106.0954,161884.6618
폐업,폐업,전라남도 순천시 남정동 548-10번지 (1층) ,,,일반조리판매,244664.0453,159999.4623
폐업,폐업,전라남도 순천시 조곡동 153-18번지 (2층) ,,,다방,245527.6916,160926.9543
폐업,폐업,전라남도 순천시 풍덕동 869-12번지 (2층) ,,,다방,245902.6598,160494.0834
폐업,폐업,전라남도 순천시 장천동 45-1번지 (지하) ,,,다방,244646.8395,161531.5707
폐업,폐업,전라남도 순천시 동외동 227-3번지 (1층) ,,,과자점,244232.3176,162584.7414
폐업,폐업,전라남도 순천시 남내동 40번지 (1층) ,,,패스트푸드,244244.5977,161850.674
폐업,폐업,전라남도 순천시 남정동 550-9번지 (지하) ,,,다방,244962.9239,160635.2398
폐업,폐업,전라남도 순천시 상사면 흘산리 376-7번지 ,전라남도 순천시 상사면 상사호길 313,57919,다방,241438.4862,160103.8792
폐업,폐업,전라남도 순천시 연향동 1361-4번지 (1층) ,,,과자점,247141.5822,161120.2003
폐업,폐업,전라남도 순천시 승주읍 평중리 2-31번지 ,,,다방,,
폐업,폐업,전라남도 순천시 장천동 44-4번지 ,,,다방,244668.9196,161440.2956
폐업,폐업,전라남도 순천시 조례동 1161번지 ,,,일반조리판매,,
폐업,폐업,전라남도 순천시 서면 선평리 420번지 (지하) ,,,다방,,
폐업,폐업,전라남도 순천시 장천동 45-9번지 ,,,다방,244666.338,161471.6863
폐업,폐업,전라남도 순천시 장천동 51-3번지 (1층) ,,,과자점,244401.8485,161481.9042
폐업,폐업,전라남도 순천시 주암면 창촌리 278-6번지 (1층) ,,,다방,225171.7218,173466.9462
폐업,폐업,전라남도 순천시 덕암동 188-2번지 (역구내) ,,,일반조리판매,245823.2314,161048.7881
폐업,폐업,전라남도 순천시 용당동 558-1번지 외 2필지 110호(1층) ,"전라남도 순천시 삼산로 92-22 (용당동,외 2필지 110호(1층))",57935,기타 휴게음식점,244995.0162,163767.1147
폐업,폐업,전라남도 순천시 매곡동 425-14번지 (1층) ,,,기타 휴게음식점,244167.3618,162810.4554
폐업,폐업,전라남도 순천시 용당동 558-1번지 외2필지(3층) ,,,기타 휴게음식점,244995.0162,163767.1147
폐업,폐업,전라남도 순천시 연향동 1364-2번지 (1층) ,"전라남도 순천시 연향번영길 49 (연향동,(1층))",57979,패스트푸드,247220.5321,160982.3533
폐업,폐업,전라남도 순천시 조례동 1832-14번지 1층 ,"전라남도 순천시 왕궁길 17, 1층 (조례동)",57971,패스트푸드,248512.4175,161830.9861
폐업,폐업,전라남도 순천시 덕암동 151번지 칼라힐아울렛(507~508호 5층) ,"전라남도 순천시 충효로 15 (덕암동,칼라힐아울렛(507~508호 5층))",57964,기타 휴게음식점,246595.8194,160387.2854
폐업,폐업,전라남도 순천시 대대동 437번지 외 2필지(1층) ,"전라남도 순천시 순천만길 486 (대대동,외 2필지(1층))",58027,커피숍,246386.6624,154487.8264
폐업,폐업,전라남도 순천시 연향동 1332-1 ,"전라남도 순천시 연향상가2길 11, 1층 (연향동)",57967,편의점,247459.192,161567.2576
폐업,폐업,전라남도 순천시 매곡동 124-12번지 열린마트내(1층) ,,,과자점,244178.5621,162238.9727
폐업,폐업,전라남도 순천시 풍덕동 873-9번지 (1층) ,"전라남도 순천시 풍덕주택길 71 (풍덕동,(1층))",57963,일반조리판매,245934.5068,160396.705
폐업,폐업,전라남도 순천시 대대동 429번지 외1(1층) ,,,기타 휴게음식점,246316.2189,154432.4475
폐업,폐업,전라남도 순천시 조례동 1093 (1층) ,"전라남도 순천시 봉화로 259 (조례동,(1층))",57946,일반조리판매,247268.947,162284.2521
폐업,폐업,전라남도 순천시 연향동 1336-4번지 (1층) ,"전라남도 순천시 연향3로 41 (연향동,(1층))",57967,기타 휴게음식점,247476.7249,161489.8672
폐업,폐업,전라남도 순천시 석현동 95-2번지 (1층) ,,,일반조리판매,244184.9087,163333.8271
폐업,폐업,전라남도 순천시 연향동 1344 연향2단지 현대아파트 101호,"전라남도 순천시 연향중앙상가길 41, 상가동 101호 (연향동, 연향2단지 현대아파트)",57976,기타 휴게음식점,247534.3381,161378.9657
폐업,폐업,전라남도 순천시 행동 18-32번지 1층. 달빛야행사장 일원 ,,,기타 휴게음식점,,
폐업,폐업,전라남도 순천시 행동 18-32번지 달빛야행 행사장 ,,,일반조리판매,,
폐업,폐업,전라남도 순천시 매곡동 551-51번지 달빛야행 행사장 ,,,일반조리판매,244007.7042,162136.5009
폐업,폐업,전라남도 순천시 생목동 16-3번지 (지하) ,,,과자점,246569.9161,161600.6697
폐업,폐업,전라남도 순천시 장천동 17-17번지 (1층) ,,,일반조리판매,244866.8105,161170.8287
폐업,폐업,전라남도 순천시 조곡동 118-11번지 (1층) ,"전라남도 순천시 자경2길 4 (조곡동,(1층))",57954,일반조리판매,245645.7819,161191.3926
폐업,폐업,전라남도 순천시 인제동 69-5번지 외1필지(지하) ,,,일반조리판매,244477.0298,160857.53
폐업,폐업,전라남도 순천시 조례동 1832-3번지 ,,,기타 휴게음식점,248524.2528,161897.5178
폐업,폐업,전라남도 순천시 풍덕동 868-23번지 (1층) ,,,기타 휴게음식점,245768.5607,160494.4178
폐업,폐업,전라남도 순천시 매곡동 417-8번지 (1층) ,,,기타 휴게음식점,244115.7869,163070.7327
폐업,폐업,전라남도 순천시 생목동 69-2번지 (1층) ,,,기타 휴게음식점,246437.0183,161567.7021
폐업,폐업,전라남도 순천시 서면 선평리 421-1번지 ,,,과자점,245175.4667,166060.1558
폐업,폐업,전라남도 순천시 외서면 월암리 164-4번지 ,,,다방,224964.2356,157450.6119
폐업,폐업,전라남도 순천시 매곡동 124-5번지 (지하) ,,,다방,244182.148,162344.7261
폐업,폐업,전라남도 순천시 조곡동 158-3번지 (2층) ,"전라남도 순천시 팔마로 118 (조곡동,(2층))",57962,다방,245695.4011,160854.2794
폐업,폐업,전라남도 순천시 장천동 61-55번지 (2층) ,,,다방,,
폐업,폐업,전라남도 순천시 장천동 51-6번지 (지하) ,"전라남도 순천시 장명로 29-1 (장천동,(지하))",57956,다방,244431.9902,161481.5408
폐업,폐업,전라남도 순천시 저전동 237-21번지 (1층) ,,,과자점,244213.0865,161010.9307
폐업,폐업,전라남도 순천시 동외동 189-5번지 (1층) ,,,과자점,244408.6704,162376.9928
폐업,폐업,전라남도 순천시 중앙동 85-1번지 (3층) ,,,일반조리판매,244194.4189,161958.1397
폐업,폐업,전라남도 순천시 남내동 16-5번지 (2층) ,,,다방,244310.2338,161819.1994
폐업,폐업,전라남도 순천시 매곡동 50-45번지 (지하) ,,,다방,244148.8953,162724.9432
폐업,폐업,전라남도 순천시 저전동 237-21번지 (지하) ,,,다방,244213.0865,161010.9307
폐업,폐업,전라남도 순천시 남내동 3-4번지 (지하) ,,,다방,244343.5828,161745.6481
폐업,폐업,전라남도 순천시 남내동 72-2번지 (지하) ,,,다방,244178.8894,161784.7607
폐업,폐업,전라남도 순천시 매곡동 117-3번지 (지하) ,,,다방,244206.1239,162489.313
폐업,폐업,전라남도 순천시 조례동 1593-14번지 1층 ,"전라남도 순천시 장선배기1길 10-17, 1층 (조례동)",57968,편의점,247709.3246,161802.982
폐업,폐업,전라남도 순천시 남정동 10번지 (2층) ,,,일반조리판매,,
폐업,폐업,전라남도 순천시 연향동 1332-1번지 (1층) ,,,기타 휴게음식점,247459.192,161567.2576
폐업,폐업,전라남도 순천시 행동 85-4번지 1층 상가 ,"전라남도 순천시 금곡길 21 (행동,1층 상가)",57941,전통찻집,243965.358,161868.1026
폐업,폐업,전라남도 순천시 조례동 1815-15번지 (1층) ,,,일반조리판매,248793.4681,162216.8292
폐업,폐업,전라남도 순천시 조례동 1603-13번지 (1층) ,,,일반조리판매,247883.2902,161762.318
폐업,폐업,전라남도 순천시 연향동 1324-4번지 (1층) ,,,패스트푸드,247280.0169,161692.034
폐업,폐업,전라남도 순천시 행동 18-32번지 달빛야행 행사장 ,,,기타 휴게음식점,,
폐업,폐업,전라남도 순천시 행동 18-32번지 달빛야행 행사장 ,,,기타 휴게음식점,,
폐업,폐업,전라남도 순천시 행동 18-32번지 달빛야행행사장 ,,,기타 휴게음식점,,
폐업,폐업,전라남도 순천시 행동 18-32번지 달빛야행 행사장 ,,,기타 휴게음식점,,
폐업,폐업,전라남도 순천시 중앙동 89-2번지 1층 ,"전라남도 순천시 연자로 3-1, 1층 (중앙동)",57942,기타 휴게음식점,244184.6823,161915.6605
폐업,폐업,전라남도 순천시 장천동 85-29번지 1-2층 ,"전라남도 순천시 장천3길 14, 1-2층 (장천동)",57960,커피숍,244751.5472,161051.2605
폐업,폐업,"전라남도 순천시 덕암동 151번지 5층, 516호 ","전라남도 순천시 충효로 15, 5층 516호 (덕암동)",57964,커피숍,246595.8194,160387.2854
폐업,폐업,전라남도 순천시 조례동 766번지 ,,,패스트푸드,247410.7368,163957.8282
폐업,폐업,전라남도 순천시 덕암동 169 외4필지 이마트(1층) ,"전라남도 순천시 팔마로 191 (덕암동,외4필지 이마트(1층))",57964,기타 휴게음식점,246400.8301,160517.1027
폐업,폐업,전라남도 순천시 풍덕동 255-3번지 금호아파트상가 1층105호 ,"전라남도 순천시 풍덕주택길 96, 1층 105호 (풍덕동)",57994,일반조리판매,245934.8285,160131.1904
폐업,폐업,전라남도 순천시 연향동 1665-3 (1층) ,"전라남도 순천시 팔마1길 16, 1층 (연향동)",58002,기타 휴게음식점,246862.89,159527.28
폐업,폐업,전라남도 순천시 남내동 78-3번지 (1층) ,"전라남도 순천시 중앙시장길 11 (남내동,(1층))",57942,일반조리판매,244190.4503,161731.6719
폐업,폐업,전라남도 순천시 매곡동 47-11번지 ,,,일반조리판매,244024.776,162657.4527
폐업,폐업,전라남도 순천시 장천동 86-7번지 (1층) ,,,일반조리판매,244731.4659,161165.9904
폐업,폐업,전라남도 순천시 해룡면 상삼리 660번지 상가105호(1층) ,,,일반조리판매,248313.8122,161054.9169
폐업,폐업,"전라남도 순천시 생목동 23-4번지 ,23-11(1층) ",,,일반조리판매,245996.5075,161127.7069
폐업,폐업,전라남도 순천시 매곡동 118-6번지 ,,,일반조리판매,244193.5062,162461.1154
폐업,폐업,전라남도 순천시 장천동 49-24번지 (지하) ,,,다방,244639.7279,161548.5506
폐업,폐업,전라남도 순천시 행동 18-32번지 달빛야행 행사장 ,,,일반조리판매,,
폐업,폐업,전라남도 순천시 조곡동 139-21 1층 ,"전라남도 순천시 팔마로 119, 1층 (조곡동)",57964,기타 휴게음식점,245797.6155,160922.3511
폐업,폐업,전라남도 순천시 남내동 111-5번지 1층 ,"전라남도 순천시 중앙시장길 37, 1층 (남내동)",57942,기타 휴게음식점,244298.1446,161724.0895
폐업,폐업,,"전라남도 순천시 중앙로 104, 지하1층 66호 (중앙동)",,기타 휴게음식점,244152.4838,161877.8751
폐업,폐업,전라남도 순천시 조례동 1709-4 (1층) ,"전라남도 순천시 유동1길 3 (조례동,(1층))",57950,일반조리판매,247025.5555,161683.1139
폐업,폐업,전라남도 순천시 조례동 1742 외3필지 가동(지하1층) ,"전라남도 순천시 순광로 221 (조례동,외3필지 가동(지하1층))",57931,커피숍,249529.2146,163006.654
폐업,폐업,전라남도 순천시 해룡면 상삼리 651-4 (1층) ,전라남도 순천시 해룡면 장선배기길 252 ((1층)),57983,기타 휴게음식점,248371.8639,161161.8437
폐업,폐업,전라남도 순천시 석현동 219번지 ,,,기타 휴게음식점,244060.1257,163762.955
폐업,폐업,전라남도 순천시 덕암동 222-1번지 (1층) ,,,일반조리판매,246195.6725,160580.2294
폐업,폐업,전라남도 순천시 장천동 54-1번지 (2층) ,,,패스트푸드,244349.1614,161432.4873
폐업,폐업,전라남도 순천시 조례동 975-1번지 (지하1층) ,,,일반조리판매,247445.0682,162608.7148
폐업,폐업,"전라남도 순천시 대대동 594번지 ,594-11번지(1층) ",,,일반조리판매,246459.1409,154988.0306
폐업,폐업,전라남도 순천시 중앙동 90-7 (2층) ,"전라남도 순천시 연자로 7 (중앙동,(2층))",57942,기타 휴게음식점,244213.1848,161920.9583
폐업,폐업,전라남도 순천시 해룡면 상삼리 651-7 (1층) ,"전라남도 순천시 해룡면 기적의도서관길 83, 1층",57983,기타 휴게음식점,248375.5,161123.6846
폐업,폐업,전라남도 순천시 풍덕동 1752-2번지 ,"전라남도 순천시 풍덕새길 92, 1층 (풍덕동)",57996,커피숍,245134.0631,160009.9702
폐업,폐업,전라남도 순천시 조례동 1704-5 ,전라남도 순천시 유동3길 14 (조례동),57950,편의점,247162.5721,161873.6394
폐업,폐업,전라남도 순천시 인제동 69-5번지 대도A 상가 B동 6호(1층) ,,,일반조리판매,244477.0298,160857.53
폐업,폐업,전라남도 순천시 장천동 46-23번지 (1층) ,,,전통찻집,244556.2935,161479.3996
폐업,폐업,전라남도 순천시 석현동 95-2 (1층) ,"전라남도 순천시 중앙로 248-1, 1층 (석현동)",57938,기타 휴게음식점,244184.9087,163333.8271
폐업,폐업,전라남도 순천시 덕암동 188-89번지 (4층) ,"전라남도 순천시 팔마로 159 (덕암동,(4층))",57964,기타 휴게음식점,246099.2243,160733.1313
폐업,폐업,전라남도 순천시 남내동 81-6번지 (1층) ,"전라남도 순천시 중앙시장길 13 (남내동,(1층))",57942,기타 휴게음식점,244195.8493,161730.4696
폐업,폐업,전라남도 순천시 서면 선평리 820번지 (1층) ,"전라남도 순천시 서면 백강로 711, 1층",57926,일반조리판매,246065.7421,165751.0005
폐업,폐업,전라남도 순천시 매곡동 424-5번지 1층 ,"전라남도 순천시 중앙로 212 (매곡동,1층)",57939,편의점,244222.5513,162956.5795
폐업,폐업,전라남도 순천시 장천동 58-10 (1층) ,"전라남도 순천시 중앙로 56 (장천동,(1층))",57956,편의점,244171.2726,161430.1348
폐업,폐업,전라남도 순천시 연향동 1369-11번지 (1층) ,,,다방,247001.0236,160895.1858
폐업,폐업,전라남도 순천시 연향동 1377-9번지 (1층) ,,,과자점,247224.8521,160815.7261
폐업,폐업,전라남도 순천시 해룡면 상삼리 657-8번지 원앙A상가지층20호 ,,,일반조리판매,,
폐업,폐업,전라남도 순천시 장천동 32-8번지 .9.17(1층) ,,,과자점,244693.3144,161220.0495
폐업,폐업,전라남도 순천시 해룡면 월전리 75-2번지 ,,,다방,249026.9595,157466.8637
폐업,폐업,전라남도 순천시 장천동 39-21번지 (지하) ,,,다방,244600.9753,161260.831
폐업,폐업,전라남도 순천시 주암면 광천리 175번지 ,,,다방,,
폐업,폐업,전라남도 순천시 장천동 86-2번지 (2층) ,,,다방,244800.7215,161213.3516
폐업,폐업,전라남도 순천시 인제동 372-1번지 (지하) ,,,다방,245044.7802,160822.0999
폐업,폐업,전라남도 순천시 인제동 49-59번지 (1층) ,,,일반조리판매,244527.4483,160883.9702
폐업,폐업,전라남도 순천시 동외동 166-45번지 (1층) ,,,일반조리판매,244272.6292,162166.8334
폐업,폐업,전라남도 순천시 석현동 214-2번지 (1층) ,,,일반조리판매,,
폐업,폐업,전라남도 순천시 조례동 952-2번지 952-5(1층) ,,,기타 휴게음식점,247259.6792,162572.8625
폐업,폐업,전라남도 순천시 동외동 88-6번지 1층 ,"전라남도 순천시 황금2길 21, 1층 (동외동)",57942,일반조리판매,244390.8985,161864.0828
폐업,폐업,전라남도 순천시 연향동 1343-5번지 1층 ,"전라남도 순천시 연향중앙상가길 28, 1층 (연향동)",57967,커피숍,247391.9699,161497.2671
폐업,폐업,전라남도 순천시 조곡동 241-16번지 (2층) ,,,다방,245259.7422,161387.3003
폐업,폐업,전라남도 순천시 매곡동 475-4번지 ,,,다방,244216.7866,163150.2259
폐업,폐업,전라남도 순천시 매곡동 124-4번지 ,,,과자점,244180.0807,162360.7114
폐업,폐업,전라남도 순천시 황전면 괴목리 15번지 (2층) ,,,다방,239098.1572,178278.1479
폐업,폐업,전라남도 순천시 조례동 758번지 킴스클럽(지하1층) ,,,기타 휴게음식점,247589.8994,163955.5158
폐업,폐업,전라남도 순천시 덕암동 169번지 (1층) ,,,기타 휴게음식점,246400.8301,160517.1027
