영업상태명,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,업태구분명,좌표정보(X),좌표정보(Y)
폐업,폐업,전라남도 여수시 웅천동 1798-1번지 ,전라남도 여수시 웅천7길 11 (웅천동),59694,커피숍,262665.9921,138586.4685
폐업,폐업,전라남도 여수시 신월동 67번지 ,전라남도 여수시 신월로 559 (신월동),59760,커피숍,264785.8643,136419.024
폐업,폐업,전라남도 여수시 공화동 1253-1번지 ,전라남도 여수시 동문로 104 (공화동),59743,커피숍,267948.2643,138815.0564
폐업,폐업,전라남도 여수시 여서동 240-4 ,전라남도 여수시 여문1로 36-1 (여서동),59712,기타 휴게음식점,264512.3447,139517.9688
폐업,폐업,전라남도 여수시 중앙동 754번지 ,전라남도 여수시 통제영4길 2 (중앙동),59736,커피숍,267230.9409,138235.5497
폐업,폐업,전라남도 여수시 문수동 689-3번지 ,전라남도 여수시 허문정1길 60 (문수동),59704,일반조리판매,263471.0203,139253.9693
폐업,폐업,전라남도 여수시 교동 92-1번지 ,,,기타 휴게음식점,267034.7909,138325.0215
폐업,폐업,전라남도 여수시 소라면 죽림리 1215-2 ,"전라남도 여수시 소라면 죽림중앙로 30-28, 1층",59655,기타 휴게음식점,258322.7,140675.21
폐업,폐업,전라남도 여수시 선원동 137-15번지 ,"전라남도 여수시 무선로 65, 1층 (선원동)",59645,기타 휴게음식점,259953.3739,141123.7254
폐업,폐업,전라남도 여수시 둔덕동 471-77번지 여수성심병원 ,"전라남도 여수시 둔덕5길 19, 여수성심병원 1층 (둔덕동)",59696,기타 휴게음식점,263901.202,141022.8658
폐업,폐업,전라남도 여수시 수정동 203-1번지 ,,,다방,268548.961,138610.7501
폐업,폐업,전라남도 여수시 신기동 34-8번지 ,,,다방,261360.8164,140760.9249
폐업,폐업,전라남도 여수시 서교동 93번지 ,,,다방,266637.705,138616.9413
폐업,폐업,전라남도 여수시 미평동 441-6번지 ,,,과자점,264717.021,141130.3981
폐업,폐업,전라남도 여수시 서교동 788-1번지 ,전라남도 여수시 서교1길 14 (서교동),59751,기타 휴게음식점,266440.6718,138256.9366
폐업,폐업,전라남도 여수시 봉계동 457-1번지 ,전라남도 여수시 여수산단로 42 (봉계동),59631,기타 휴게음식점,260703.6858,143465.2712
폐업,폐업,전라남도 여수시 여서동 228-5 ,"전라남도 여수시 여서1로 60, 3층 (여서동)",59709,기타 휴게음식점,264411.3049,139556.5634
폐업,폐업,전라남도 여수시 소라면 죽림리 1227-5 ,전라남도 여수시 소라면 죽림2길 34-16,59655,전통찻집,258422.6396,140489.7299
폐업,폐업,전라남도 여수시 신기동 111-7번지 ,전라남도 여수시 신기남1길 30-1 (신기동),59687,커피숍,261157.6395,140328.5336
폐업,폐업,전라남도 여수시 학동 85-30번지 ,전라남도 여수시 선소로 63 (학동),59689,기타 휴게음식점,260999.5309,140205.071
폐업,폐업,전라남도 여수시 돌산읍 우두리 산 355번지 ,,,패스트푸드,,
폐업,폐업,전라남도 여수시 미평동 760-14 ,"전라남도 여수시 양지1길 20, 1층 (미평동)",59628,기타 휴게음식점,264171.66,141744.05
폐업,폐업,전라남도 여수시 둔덕동 286-8번지 (주)여수관광레저 ,전라남도 여수시 좌수영로 641 (주)여수관광레저 여수시티-파크리조트1호동 1층 (둔덕동),59635,기타 휴게음식점,263300.377,142492.6124
폐업,폐업,전라남도 여수시 종화동 517번지 ,전라남도 여수시 이순신광장로 195 (종화동),59740,기타 휴게음식점,268077.9935,138056.2206
폐업,폐업,전라남도 여수시 상암동 866 ,전라남도 여수시 상암로 768 (상암동),59619,편의점,267687.7059,148728.0767
폐업,폐업,,"전라남도 여수시 덕충안길 100 (덕충동, 소형키오스크41)",,커피숍,,
폐업,폐업,전라남도 여수시 학동 4-13번지 ,전라남도 여수시 쌍봉로 27-1 (학동),59671,기타 휴게음식점,260262.8607,141116.7135
폐업,폐업,전라남도 여수시 여서동 497-7번지 ,,,과자점,264581.8423,139167.8751
폐업,폐업,전라남도 여수시 봉산동 278-1번지 지하 ,,,다방,266149.0547,137196.3563
폐업,폐업,전라남도 여수시 중앙동 328번지 ,,,다방,267404.695,138190.1185
폐업,폐업,전라남도 여수시 고소동 343번지 ,,,편의점,267764.5605,138278.5903
폐업,폐업,전라남도 여수시 문수동 118-3번지 ,,,과자점,264395.2396,139770.5095
폐업,폐업,전라남도 여수시 삼산면 거문리 129-6번지 ,,,기타 휴게음식점,228691.3326,58778.80216
폐업,폐업,전라남도 여수시 서교동 280-35번지 ,전라남도 여수시 좌수영로 18-3 (서교동),59752,다방,266609.6602,138408.0975
폐업,폐업,전라남도 여수시 여서동 372-5번지 ,,,과자점,264517.6304,139406.554
폐업,폐업,전라남도 여수시 봉산동 275-12번지 ,,,다방,,
폐업,폐업,전라남도 여수시 국동 37-16번지 ,전라남도 여수시 국포1로 36 (국동),59761,일반조리판매,266009.0182,136883.3646
폐업,폐업,전라남도 여수시 오림동 390번지 ,전라남도 여수시 좌수영로 268 (오림동),59715,다방,265580.3855,140219.0245
폐업,폐업,전라남도 여수시 봉산동 255-3번지 ,,,과자점,266176.0021,137625.235
폐업,폐업,전라남도 여수시 광무동 928-14번지 (럭키아파트 상가 1층2호) ,,,과자점,266139.391,139820.4831
폐업,폐업,전라남도 여수시 국동 37-517번지 ,,,과자점,265995.637,137114.3011
폐업,폐업,전라남도 여수시 국동 37-16 번지 ,,,일반조리판매,,
폐업,폐업,전라남도 여수시 국동 37-16 번지 ,,,일반조리판매,,
폐업,폐업,전라남도 여수시 남산동 715-3번지 ,,,일반조리판매,,
폐업,폐업,전라남도 여수시 봉산동 241-9번지 ,,,과자점,266102.1975,137802.543
폐업,폐업,전라남도 여수시 교동 250번지 ,,,과자점,267135.9978,138331.903
폐업,폐업,전라남도 여수시 덕충동 2000번지 ,"전라남도 여수시 박람회길 1, B-1동 (덕충동)",59723,기타 휴게음식점,268490.0529,139100.7985
폐업,폐업,전라남도 여수시 덕충동 2000번지 ,"전라남도 여수시 박람회길 1, B-9동 (덕충동)",59723,기타 휴게음식점,268490.0529,139100.7985
폐업,폐업,전라남도 여수시 수정동 350-77번지 아쿠아리움코스탈라이프2층 ,,,커피숍,,
폐업,폐업,전라남도 여수시 수정동 350-77번지 에코테라리움2층 ,,,커피숍,,
폐업,폐업,전라남도 여수시 수정동 350번지외24필지번지 소형키오스크33 ,,,커피숍,,
폐업,폐업,전라남도 여수시 신기동 137번지 상가내 4동 202호,"전라남도 여수시 선소로 72-13, 4동 202호 (신기동, 상가내)",59688,기타 휴게음식점,261215.5296,140144.4731
폐업,폐업,전라남도 여수시 수정동 350번지외24필지번지 소형키오스크24 ,,,커피숍,,
폐업,폐업,전라남도 여수시 공화동 537번지 ,전라남도 여수시 공화북6길 3 (공화동),59724,기타 휴게음식점,268072.2621,139081.2911
폐업,폐업,전라남도 여수시 공화동 715-2번지 ,,,과자점,268050.9442,138958.3671
폐업,폐업,전라남도 여수시 봉산동 259-4번지 ,,,과자점,266416.8276,137500.3488
폐업,폐업,전라남도 여수시 국동 2-3번지 ,,,다방,265869.7599,137287.6213
폐업,폐업,전라남도 여수시 소라면 덕양리 1284-1번지 1284-2 ,,,다방,257705.1737,144455.9957
폐업,폐업,전라남도 여수시 신기동 63-9번지 ,,,다방,261283.1254,140427.5304
폐업,폐업,전라남도 여수시 학동 23-7번지 ,전라남도 여수시 학동6길 9 (학동),59679,기타 휴게음식점,260985.6146,140811.1638
폐업,폐업,전라남도 여수시 신기동 107-14번지 ,,,다방,261238.1978,140397.9909
폐업,폐업,전라남도 여수시 신기동 118-14번지 ,,,다방,261365.2886,140280.6984
폐업,폐업,전라남도 여수시 선원동 1247-4번지 ,,,다방,259614.8281,141791.8213
폐업,폐업,전라남도 여수시 국동 37-16번지 롯데마트여수점 3층 ,"전라남도 여수시 국포1로 36 (국동,롯데마트여수점 3층)",59761,패스트푸드,266009.0182,136883.3646
폐업,폐업,전라남도 여수시 국동 37-16번지 3층 ,"전라남도 여수시 국포1로 36 (국동, 3층)",59761,커피숍,266009.0182,136883.3646
폐업,폐업,전라남도 여수시 신기동 118-14번지 ,,,일반조리판매,261365.2886,140280.6984
폐업,폐업,전라남도 여수시 국동 353번지 ,,,과자점,265807.3929,136972.0668
폐업,폐업,전라남도 여수시 미평동 581-1번지 ,,,다방,264599.956,140817.6813
폐업,폐업,전라남도 여수시 봉산동 280-8번지 ,전라남도 여수시 봉산남4길 26-2 (봉산동),59762,커피숍,266002.7702,137295.5752
폐업,폐업,전라남도 여수시 수정동 75번지 ,전라남도 여수시 자산4길 39 (수정동),59745,커피숍,268898.1944,138220.6913
폐업,폐업,전라남도 여수시 신기동 128-10번지 ,"전라남도 여수시 새터로 3, 1층 (신기동)",59685,기타 휴게음식점,261663.9153,140060.6329
폐업,폐업,전라남도 여수시 웅천동 1832 웅천 포레스트 부영 1단지 ,"전라남도 여수시 웅천로 292, 상가동 104호 (웅천동, 웅천 포레스트 부영 1단지)",59693,커피숍,262787.5845,138911.6407
폐업,폐업,전라남도 여수시 상암동 1706 ,전라남도 여수시 상암로 622 (상암동),59619,편의점,266982.5205,147597.4366
폐업,폐업,전라남도 여수시 오림동 405-1 이마트 ,"전라남도 여수시 좌수영로 277, 이마트 지하 1층 (오림동)",59714,기타 휴게음식점,265386.473,140174.0429
폐업,폐업,전라남도 여수시 덕충동 2005 ,전라남도 여수시 박람회길 1 (덕충동),59723,커피숍,268319.2963,139411.029
폐업,폐업,전라남도 여수시 소라면 사곡리 521-1번지 ,전라남도 여수시 소라면 서부로 771-17,59607,기타 휴게음식점,252033.3885,143573.9098
폐업,폐업,전라남도 여수시 신기동 114-9 ,전라남도 여수시 신기남1길 20 (신기동),59686,커피숍,261261.0134,140274.4336
폐업,폐업,전라남도 여수시 신기동 93-1 시전주유소 ,전라남도 여수시 새터로 37 (신기동),59685,기타 휴게음식점,261746.6833,140350.9924
폐업,폐업,전라남도 여수시 신기동 12-11 ,전라남도 여수시 쌍봉로 204 (신기동),59683,편의점,261982.0395,140822.6062
폐업,폐업,전라남도 여수시 문수동 471-2 ,전라남도 여수시 여문2로 88 (문수동),59703,기타 휴게음식점,263512.4654,139773.0245
폐업,폐업,전라남도 여수시 선원동 6-1 ,전라남도 여수시 시청로 145 (선원동),59633,기타 휴게음식점,260520.9491,141987.7467
폐업,폐업,전라남도 여수시 중앙동 711 ,"전라남도 여수시 동문로 1, 1층 (중앙동)",59736,기타 휴게음식점,267326.9886,138235.0572
폐업,폐업,전라남도 여수시 덕충동 2003-2번지 ,,,기타 휴게음식점,268549.1886,139492.9613
폐업,폐업,전라남도 여수시 돌산읍 우두리 794-89번지 여수해상케이블카(탑승장) ,"전라남도 여수시 돌산읍 돌산로 3600-1, 여수해상케이블카(탑승장)",59767,기타 휴게음식점,267852.789,137142.2225
폐업,폐업,전라남도 여수시 수정동 75 외 8필지 여수해상케이블카(탑승장) ,"전라남도 여수시 자산4길 39, 여수해상케이블카(탑승장) (수정동)",59745,기타 휴게음식점,268898.1944,138220.6913
폐업,폐업,전라남도 여수시 서교동 197 ,전라남도 여수시 서교연등천길 23 (서교동),59752,커피숍,266691.9169,138457.9887
폐업,폐업,전라남도 여수시 문수동 120-4 ,전라남도 여수시 여문1로 58 (문수동),59713,기타 휴게음식점,264395.865,139688.77
폐업,폐업,전라남도 여수시 소라면 사곡리 1191-4 외 1필지 ,,,푸드트럭,251793.3225,143756.4516
폐업,폐업,전라남도 여수시 국동 37-16 롯데마트 3층 ,"전라남도 여수시 국포1로 36, 롯데마트 3층 (국동)",59761,패스트푸드,266009.0182,136883.3646
폐업,폐업,전라남도 여수시 웅천동 1675-2 ,전라남도 여수시 웅천중앙로 76 (웅천동),59691,커피숍,261750.2145,139104.5729
폐업,폐업,전라남도 여수시 여서동 479 부영6차아파트 상가3동 2층 4호,"전라남도 여수시 여서로 201, 부영6차아파트 상가3동 2층 4호 (여서동)",59707,커피숍,264214.7625,139233.3062
폐업,폐업,전라남도 여수시 미평동 287-1 미평빌딩 104호,"전라남도 여수시 미평로 82, 미평빌딩 104호 (미평동)",59630,일반조리판매,264881.9947,141510.7539
폐업,폐업,전라남도 여수시 문수동 112번지 ,"전라남도 여수시 문수로 106, 주1동 3층 301호 (문수동)",59713,키즈카페,264580.8523,139815.6992
폐업,폐업,전라남도 여수시 충무동 624-5번지 ,전라남도 여수시 통제영1길 3-1 (충무동),59732,커피숍,266973.9668,138246.9849
폐업,폐업,전라남도 여수시 여서동 489-1번지 현대건설아파트 20동 2층 상가동 204~5호,"전라남도 여수시 여서로 136, 현대건설아파트 20동 상가동 2층 204호, 205호 (여서동)",59705,기타 휴게음식점,263796.3475,139015.5629
폐업,폐업,전라남도 여수시 관문동 323 ,전라남도 여수시 동문로 43 (관문동),59730,일반조리판매,267680.7756,138341.0113
폐업,폐업,"전라남도 여수시 돌산읍 우두리 794-89 여수해상케이블카(탑승장), 2층 ","전라남도 여수시 돌산읍 돌산로 3600-1, 2층",59767,커피숍,267852.789,137142.2225
폐업,폐업,전라남도 여수시 여서동 371-8 2층 ,"전라남도 여수시 여문1로 22, 2층 (여서동)",59711,커피숍,264591.3235,139394.858
폐업,폐업,전라남도 여수시 학동 35-3번지 쌍봉시장 103호,"전라남도 여수시 학동2길 7, 쌍봉시장 103호 (학동)",59677,기타 휴게음식점,260804.1838,140822.2319
폐업,폐업,전라남도 여수시 웅천동 1695-2번지 2층 201호,"전라남도 여수시 예울마루로 41, 2층 201호 (웅천동)",59691,기타 휴게음식점,261338.8056,138914.3625
폐업,폐업,전라남도 여수시 종화동 279-4 ,전라남도 여수시 여수시민로 8 (종화동),59746,기타 휴게음식점,268647.657,137805.2942
폐업,폐업,전라남도 여수시 신기동 112-10번지 ,,,다방,261180.7124,140319.6306
폐업,폐업,전라남도 여수시 소라면 덕양리 1270-1번지 ,,,다방,257745.3461,144560.45
폐업,폐업,전라남도 여수시 교동 600-25번지 ,,,다방,266887.1017,138024.411
폐업,폐업,전라남도 여수시 오림동 397번지 1동1층147호 ,,,다방,265153.2897,140158.3457
폐업,폐업,전라남도 여수시 학동 32-10번지 ,,,다방,260891.5277,140737.2306
폐업,폐업,전라남도 여수시 미평동 683-22번지 ,,,다방,264544.1353,141404.6454
폐업,폐업,전라남도 여수시 신기동 62-6번지 ,,,다방,261243.016,140488.6935
폐업,폐업,전라남도 여수시 고소동 697번지 ,,,다방,267574.0256,138308.5542
폐업,폐업,전라남도 여수시 여천동 404번지 ,,,다방,260631.1383,142965.6128
폐업,폐업,전라남도 여수시 신기동 70-7번지 ,,,다방,261473.1301,140395.2473
폐업,폐업,전라남도 여수시 선원동 1228-6번지 1층 ,,,다방,259765.6893,142020.726
폐업,폐업,전라남도 여수시 문수동 47-1번지 지하 ,,,다방,264797.6766,140424.3254
폐업,폐업,전라남도 여수시 신기동 63-3번지 1층 ,,,다방,261307.9538,140496.8112
폐업,폐업,전라남도 여수시 오림동 405-1번지 번지 외 4필지 ,전라남도 여수시 좌수영로 277 (오림동),59714,백화점,265386.473,140174.0429
폐업,폐업,전라남도 여수시 충무동 621-10번지 ,,,일반조리판매,266863.7783,138254.3813
폐업,폐업,전라남도 여수시 교동 618번지 ,,,편의점,266890.0784,138155.7568
폐업,폐업,전라남도 여수시 미평동 667-7번지 ,,,패스트푸드,264360.8586,141528.4958
폐업,폐업,전라남도 여수시 선원동 1238-1번지 1층 ,,,다방,259583.7009,141867.3101
폐업,폐업,전라남도 여수시 봉산동 276-2번지 ,,,다방,266229.1301,137325.7015
폐업,폐업,전라남도 여수시 선원동 1310-7번지 ,,,다방,259849.4715,141494.1642
폐업,폐업,전라남도 여수시 국동 37-171번지 ,,,과자점,266020.9282,137046.8059
폐업,폐업,전라남도 여수시 국동 37-519번지 ,,,다방,266067.0191,137174.9619
폐업,폐업,전라남도 여수시 교동 610번지 ,,,다방,266818.6124,138144.6079
폐업,폐업,전라남도 여수시 봉산동 262-30번지 ,,,다방,,
폐업,폐업,전라남도 여수시 봉산동 255-4번지 ,,,다방,266184.8473,137593.7345
폐업,폐업,전라남도 여수시 봉산동 275-12번지 (동일번지 옆) ,,,다방,266169.7777,137320.8018
폐업,폐업,전라남도 여수시 선원동 1284-11번지 ,,,다방,259406.6232,141962.877
폐업,폐업,전라남도 여수시 봉산동 259-19번지 ,,,과자점,266376.9783,137442.1067
폐업,폐업,전라남도 여수시 여서동 296-1번지 ,,,과자점,264905.2807,139439.5521
폐업,폐업,전라남도 여수시 덕충동 2000번지 ,"전라남도 여수시 박람회길 1, B-5동 (덕충동)",59723,커피숍,268490.0529,139100.7985
폐업,폐업,전라남도 여수시 봉산동 273-32번지 ,,,다방,,
폐업,폐업,전라남도 여수시 봉산동 250-2번지 ,,,다방,266006.8055,137784.9276
폐업,폐업,전라남도 여수시 문수동 905-14번지 나동 ,,,패스트푸드,,
폐업,폐업,전라남도 여수시 학동 93-3번지 ,,,다방,260839.8165,140145.8092
폐업,폐업,전라남도 여수시 충무동 621-28 ,전라남도 여수시 중앙로 33 (충무동),59733,기타 휴게음식점,266888.8121,138238.9058
폐업,폐업,전라남도 여수시 신기동 27-8 ,"전라남도 여수시 신기북4길 13, 1층 (신기동)",59680,커피숍,261399.0391,140902.5113
폐업,폐업,전라남도 여수시 월하동 1117 ,전라남도 여수시 여수산단로 274-6 (월하동),59616,편의점,261103.2426,145510.4349
폐업,폐업,전라남도 여수시 남산동 313 ,전라남도 여수시 남산로 47-1 (남산동),59753,기타 휴게음식점,266909.5706,137613.1832
폐업,폐업,전라남도 여수시 소호동 1207-5 ,"전라남도 여수시 소호2길 6-5, 1층 (소호동)",59665,커피숍,259931.0055,138943.3872
폐업,폐업,전라남도 여수시 국동 37-16 롯데마트 2층 ,"전라남도 여수시 국포1로 36, 롯데마트 2층 (국동)",59761,일반조리판매,266009.0182,136883.3646
폐업,폐업,전라남도 여수시 화장동 797-1 ,"전라남도 여수시 성산3길 23, 2층 (화장동)",59639,기타 휴게음식점,259364.3834,142178.633
폐업,폐업,전라남도 여수시 덕충동 2033 여수엑스포시티프라디움1단지 A112호,"전라남도 여수시 박람회길 70, A112호 (덕충동, 여수엑스포시티프라디움1단지)",59723,커피숍,268047.4938,139800.0798
폐업,폐업,전라남도 여수시 웅천동 1669-1 ,"전라남도 여수시 웅남1길 13-4, 1층 (웅천동)",59691,커피숍,261848.9179,139198.1234
폐업,폐업,전라남도 여수시 화양면 장수리 685-11 ,"전라남도 여수시 화양면 안포장수로 420, 1층",59780,커피숍,254059.869,128346.8984
폐업,폐업,전라남도 여수시 덕충동 2024-1 ,"전라남도 여수시 박람회길 84-27, 1층 (덕충동)",59723,커피숍,268136.4317,139914.6964
폐업,폐업,전라남도 여수시 신기동 59-12 ,"전라남도 여수시 선소로 108, 1층 (신기동)",59687,커피숍,261185.2663,140591.2979
폐업,폐업,전라남도 여수시 선원동 207-11 2층 ,"전라남도 여수시 학동북4길 41, 2층 (선원동)",59671,커피숍,260413.5638,141280.7598
폐업,폐업,전라남도 여수시 오천동 384-5 ,전라남도 여수시 망양로 552 (오천동),59621,기타 휴게음식점,268826.3422,144305.8014
폐업,폐업,전라남도 여수시 문수동 479-3 1층 ,"전라남도 여수시 여문2로 68, 1층 (문수동)",59703,기타 휴게음식점,263354.623,139706.2356
폐업,폐업,전라남도 여수시 둔덕동 464 주공아파트 복합상가 1층 101호 ,"전라남도 여수시 좌수영로 437, 주공아파트 복합상가 1층 101호 (둔덕동)",59696,기타 휴게음식점,264058.1256,141065.494
폐업,폐업,전라남도 여수시 웅천동 1875-1 포레나 여수 웅천디아일랜드 A동 119호,"전라남도 여수시 웅천남4로 17, 포레나 여수 웅천디아일랜드  A동 1층 119호 (웅천동)",59792,아이스크림,261541.1039,138466.2764
폐업,폐업,전라남도 여수시 화양면 안포리 678-1 가동 3층 ,"전라남도 여수시 화양면 굴개길 1, 가동 3층",59780,커피숍,257674.8755,130051.7792
폐업,폐업,전라남도 여수시 선원동 137-15 1층 ,"전라남도 여수시 무선로 65, 1층 (선원동)",59645,기타 휴게음식점,259953.3739,141123.7254
폐업,폐업,전라남도 여수시 안산동 721-5 ,전라남도 여수시 소호로 593 (안산동),59663,기타 휴게음식점,260058.0163,139778.4827
폐업,폐업,전라남도 여수시 충무동 628 ,"전라남도 여수시 진남상가길 43, 1층 (충무동)",59732,커피숍,266975.5815,138300.9183
폐업,폐업,전라남도 여수시 소라면 덕양리 1073-7 ,전라남도 여수시 소라면 덕양로 369,59649,커피숍,257852.5286,143784.278
폐업,폐업,전라남도 여수시 광무동 267-1 ,전라남도 여수시 좌수영로 21-1 (광무동),59750,커피숍,266572.0586,138454.4193
폐업,폐업,전라남도 여수시 화양면 안포리 678-1 ,전라남도 여수시 화양면 굴개길 1,59780,커피숍,257674.8755,130051.7792
폐업,폐업,전라남도 여수시 웅천동 1719-4 ,"전라남도 여수시 웅천로 19-9, 108호 (웅천동)",59692,커피숍,262024.4951,139075.107
폐업,폐업,전라남도 여수시 웅천동 1719-4 ,"전라남도 여수시 웅천로 19-9, 비고시티상가 205호 (웅천동)",59692,커피숍,262024.4951,139075.107
폐업,폐업,전라남도 여수시 교동 482-1 ,전라남도 여수시 교동남2길 16 (교동),59735,기타 휴게음식점,267191.659,138127.6535
폐업,폐업,전라남도 여수시 웅천동 1702-1 웅천자이더스위트 ,"전라남도 여수시 웅천남1로 8, 웅천자이더스위트 101동 111호 (웅천동)",59692,커피숍,261752.9625,138722.9074
폐업,폐업,전라남도 여수시 봉계동 산 129번지 ,"전라남도 여수시 봉계대곡길 83, 1층 (봉계동)",59632,기타 휴게음식점,263022.5318,143508.6236
폐업,폐업,전라남도 여수시 봉산동 247-5 ,"전라남도 여수시 대교로 34, 1층 (봉산동)",59763,편의점,266299.2115,137637.494
폐업,폐업,전라남도 여수시 화장동 772-20 ,"전라남도 여수시 화산로 27, 가1층 (화장동)",59642,기타 휴게음식점,258659.4817,141699.0847
폐업,폐업,전라남도 여수시 소라면 죽림리 983-7 ,"전라남도 여수시 소라면 서부로 72-1, 1층",59655,커피숍,257027.2629,140593.8339
폐업,폐업,전라남도 여수시 남산동 4 (주)여수수산물특화시장 ,전라남도 여수시 남산로 60-31 (주)여수수산물특화시장 3층 301호 (남산동),59753,커피숍,267039.0159,137840.1584
폐업,폐업,전라남도 여수시 고소동 288 ,"전라남도 여수시 고소3길 49, 1층~3층 (고소동)",59739,커피숍,267727.3841,138023.2097
폐업,폐업,전라남도 여수시 돌산읍 평사리 산 556 ,전라남도 여수시 돌산읍 평사로 339,59772,기타 휴게음식점,266643.503,128817.2488
폐업,폐업,전라남도 여수시 화양면 용주리 산 121 ,전라남도 여수시 화양면 고외2길 43,59659,커피숍,257733.2173,135777.581
폐업,폐업,전라남도 여수시 웅천동 1875-1 포레나 여수 웅천 디아일랜드 A동 3층 L-2호,"전라남도 여수시 웅천남4로 17, 포레나 여수 웅천 디아일랜드 A동 3층 L-2호 (웅천동)",59792,커피숍,261541.1039,138466.2764
폐업,폐업,전라남도 여수시 봉산동 273-15 1층 ,"전라남도 여수시 봉산남4길 23-2, 1층 (봉산동)",59762,커피숍,266000.8369,137320.603
폐업,폐업,전라남도 여수시 웅천동 1866-1 외 3필지 포레나 여수웅천 더테라스 2단지 232동 지1층 9~10호 ,"전라남도 여수시 웅천남1로 99, 232동 지1층 9호, 10호 (웅천동, 포레나 여수웅천 더테라스 2단지)",59692,편의점,262129.4913,138372.9962
폐업,폐업,전라남도 여수시 봉계동 66-3 ,전라남도 여수시 좌수영로 774-58 (봉계동),59632,커피숍,262937.9707,143035.9962
폐업,폐업,전라남도 여수시 웅천동 1884-5 외 1필지 마리나타워 2층 205호 ,"전라남도 여수시 웅천남6로 21, 마리나타워 2층 205호 (웅천동)",59792,커피숍,261860.468,138082.9114
폐업,폐업,전라남도 여수시 웅천동 1678-5 ,"전라남도 여수시 웅천중앙로 84, 1층 (웅천동)",59691,커피숍,261806.3133,139047.5901
폐업,폐업,"전라남도 여수시 돌산읍 평사리 34-1번지 , 34-3번지(관련지번) 부대시설동 1층 ","전라남도 여수시 돌산읍 계동해안길 90, 부대시설동 1층",59774,커피숍,272684.7863,129398.9979
폐업,폐업,"전라남도 여수시 돌산읍 우두리 661-28번지 1층, 3층 ","전라남도 여수시 돌산읍 강남해안로 74, 1층, 3층",59768,커피숍,268215.5474,135890.2812
폐업,폐업,전라남도 여수시 화양면 이천리 402 2층 ,"전라남도 여수시 화양면 이대길 3, 2층",59651,커피숍,253038.0418,137524.1585
폐업,폐업,전라남도 여수시 충무동 499 ,전라남도 여수시 진남상가길 46 (충무동),59732,편의점,266964.4246,138333.5062
폐업,폐업,전라남도 여수시 국동 1025 ,전라남도 여수시 신월로 642 (국동),59761,커피숍,265448.0755,136945.3491
폐업,폐업,전라남도 여수시 돌산읍 평사리 1257-1 ,전라남도 여수시 돌산읍 계동로 566,59771,기타 휴게음식점,270990.0217,131881.6061
폐업,폐업,전라남도 여수시 미평동 296-1 ,전라남도 여수시 미평7길 10-6 (미평동),59630,커피숍,264985.321,141565.3968
폐업,폐업,전라남도 여수시 봉계동 5-5 로얄골드빌아파트 상가동 1층 105호 ,"전라남도 여수시 좌수영로 682-27, 로얄골드빌아파트 상가동 1층 105호 (봉계동)",59632,기타 휴게음식점,263158.6158,143205.8868
폐업,폐업,전라남도 여수시 소라면 사곡리 521-1번지 1층 ,"전라남도 여수시 소라면 서부로 771-17, 1층",59607,커피숍,252033.3885,143573.9098
폐업,폐업,전라남도 여수시 문수동 785-1 가1층 ,"전라남도 여수시 문수6길 36, 가1층 (문수동)",59704,커피숍,263868.8472,139262.9314
폐업,폐업,전라남도 여수시 오림동 357 ,"전라남도 여수시 진남체육관길 33, 2층 (오림동)",59715,커피숍,265759.5518,140411.8996
폐업,폐업,전라남도 여수시 소라면 죽림리 1148-1 ,전라남도 여수시 소라면 죽림4길 66-19,59655,기타 휴게음식점,258127.8172,140914.9162
폐업,폐업,전라남도 여수시 고소동 1-1 ,전라남도 여수시 하멜로 40 (고소동),59740,커피숍,268086.9907,138211.0331
폐업,폐업,전라남도 여수시 화장동 797-12 ,전라남도 여수시 화산로 117 (화장동),59639,편의점,259383.5147,142164.3852
폐업,폐업,전라남도 여수시 돌산읍 우두리 794-89 여수해상케이블카(탑승장) 2층 ,"전라남도 여수시 돌산읍 돌산로 3600-1, 2층",59767,커피숍,267852.789,137142.2225
폐업,폐업,전라남도 여수시 신기동 103-1 ,전라남도 여수시 신기남3길 7 (신기동),59686,커피숍,261430.8173,140379.7038
폐업,폐업,전라남도 여수시 덕충동 2034 여수엑스포타운시티프라리움2단지 상가3동 A114호,"전라남도 여수시 덕충안길 84, 여수엑스포타운시티프라리움2단지 상가3동 A114호 (덕충동)",59723,기타 휴게음식점,268103.2741,139735.786
폐업,폐업,전라남도 여수시 국동 37-16 롯데마트 ,"전라남도 여수시 국포1로 36, 롯데마트 (국동)",59761,기타 휴게음식점,266009.0182,136883.3646
폐업,폐업,전라남도 여수시 돌산읍 평사리 1404-1번지 가동(호텔동) 지2층 ,"전라남도 여수시 돌산읍 돌산로 3169-14, 가동 지2층",59771,커피숍,269333.0268,134194.0234
폐업,폐업,전라남도 여수시 돌산읍 우두리 794-89 여수해상케이블카(탑승장) ,"전라남도 여수시 돌산읍 돌산로 3600-1, 여수해상케이블카(탑승장)",59767,기타 휴게음식점,267852.789,137142.2225
폐업,폐업,전라남도 여수시 웅천동 1669-3 ,전라남도 여수시 웅남1길 13-16 (웅천동),59691,커피숍,261826.5163,139176.0846
폐업,폐업,전라남도 여수시 학동 91-4 ,전라남도 여수시 시청동5길 16 (학동),59689,편의점,260911.8586,140193.3864
